row_id,full_name,balance,currency,updated_at
C00051,Grace Cerf,24377.25,GBP,1775178840000
C00093,Frances Cerf,16787.53,USD,1775280840000
C00101,Tim Turing,11895.35,EUR,1775291580000
C00107,Barbara Dijkstra,42364.85,USD,1775312940000
C00074,Alan Cerf,-454.84,USD,1775241720000
C00044,Donald McCarthy,4723.04,EUR,1775157240000
C00060,Tim Perlman,2800.48,USD,1775214000000
C00201,Barbara Lovelace,27344.13,GBP,1775543640000
C00150,Margaret Perlman,47464.61,SEK,1775405340000
C00164,Donald Liskov,3823.36,EUR,1775442960000
C00083,Alan Berners-Lee,14288.66,EUR,1775266860000
C00198,Ada Cerf,11574.22,EUR,1775538540000
C00126,Ada Hopper,6271.49,USD,1775343780000
C00180,Frances Hopper,14408.06,SEK,1775484720000
C00181,Barbara Hamilton,28536.48,USD,1775485080000
C00171,Barbara Lovelace,16409.17,GBP,1775468040000
C00105,Edsger Hamilton,24797.96,USD,1775302860000
C00069,John Liskov,25272.44,GBP,1775229420000
C00079,Edsger Allen,16849.88,SEK,1775252160000
C00187,Frances Cerf,37543.25,EUR,1775503920000
C00111,Frances Berners-Lee,9222.87,EUR,1775322840000
C00103,Radia Knuth,49656.02,SEK,1775293320000
C00017,Margaret Lovelace,46498.81,GBP,1775055480000
C00183,Barbara Hamilton,9014.05,SEK,1775488980000
C00027,John Perlman,18120.15,EUR,1775089920000
C00062,John Cerf,43949.86,GBP,1775216340000
C00208,Tim Perlman,45132.32,USD,1775574120000
C00052,Edsger Knuth,27375.05,USD,1775178960000
C00004,Tim Cerf,29105.54,EUR,1775022840000
C00138,Tim McCarthy,7739.67,SEK,1775373840000
C00022,Edsger Liskov,-243.19,GBP,1775072820000
C00186,Vint Liskov,1330.58,SEK,1775501100000
C00042,Margaret Berners-Lee,47794.59,EUR,1775145420000
C00084,Grace Lovelace,3616.99,EUR,1775271720000
C00021,Barbara Berners-Lee,35557.07,USD,1775068680000
C00001,Frances Knuth,42203.0,USD,1775005560000
C00160,Margaret Berners-Lee,37102.56,USD,1775434500000
C00019,Margaret Hopper,15731.44,USD,1775056080000
C00147,Donald Lovelace,41515.82,EUR,1775401140000
C00067,Grace Cerf,955.2,EUR,1775224680000
C00056,Barbara McCarthy,44630.3,GBP,1775189400000
C00068,Tim Perlman,36382.59,EUR,1775226000000
C00157,Barbara McCarthy,8247.25,EUR,1775433000000
C00082,Alan Lovelace,31968.32,SEK,1775264880000
C00192,Donald Liskov,49842.3,GBP,1775526120000
C00162,John McCarthy,-1863.97,SEK,1775436240000
C00034,Barbara Lovelace,13413.89,EUR,1775123760000
C00033,Edsger Cerf,37555.29,SEK,1775112240000
C00197,Donald Hopper,29138.69,EUR,1775531640000
C00099,Margaret McCarthy,3502.9,EUR,1775288040000
C00089,Margaret Turing,7086.1,EUR,1775278080000
C00011,Barbara Liskov,43606.71,USD,1775047800000
C00182,Ada Turing,591.77,SEK,1775487240000
C00015,Radia Lovelace,-791.42,SEK,1775053980000
C00121,Tim McCarthy,46961.95,GBP,1775332440000
C00045,Ada Turing,18290.82,USD,1775159940000
C00140,Frances Hamilton,14873.02,EUR,1775381040000
C00007,Alan McCarthy,41101.96,SEK,1775043000000
C00175,John Hamilton,32029.88,GBP,1775477280000
C00028,Barbara Allen,25757.9,SEK,1775102340000
C00153,Donald Lovelace,12447.63,SEK,1775418780000
C00210,Frances Liskov,38640.78,EUR,1775588220000
C00048,Edsger Perlman,12321.05,EUR,1775165160000
C00133,Donald Liskov,22534.58,EUR,1775367600000
C00151,Tim Liskov,18859.71,GBP,1775415780000
C00132,Tim Liskov,42775.82,EUR,1775362200000
C00191,Barbara Turing,48605.36,EUR,1775518800000
C00035,John Hamilton,-1371.47,GBP,1775127660000
C00114,Alan McCarthy,41873.18,SEK,1775324220000
C00168,Tim Dijkstra,17102.11,GBP,1775453400000
C00161,Ada Hamilton,42772.16,EUR,1775435700000
C00010,Vint Hamilton,-825.61,USD,1775047500000
C00055,Margaret Berners-Lee,44862.62,GBP,1775185620000
C00058,Vint Cerf,4975.74,SEK,1775195400000
C00073,Frances Turing,44109.15,USD,1775239560000
C00154,Alan Berners-Lee,27655.83,GBP,1775428080000
C00110,Radia Perlman,34334.11,EUR,1775317800000
C00119,Radia Hamilton,44312.19,USD,1775327940000
C00134,Margaret Berners-Lee,18679.35,EUR,1775369100000
C00038,Radia Hamilton,46754.17,EUR,1775132580000
C00046,Radia Knuth,28437.1,GBP,1775164860000
C00118,Margaret Lovelace,40611.18,SEK,1775326380000
C00149,Edsger Dijkstra,7276.96,USD,1775401920000
C00081,Margaret McCarthy,32799.8,GBP,1775263740000
C00077,Ada Dijkstra,20768.05,SEK,1775247360000
C00094,Donald Hamilton,45941.07,EUR,1775281260000
C00194,Radia McCarthy,20938.29,SEK,1775527740000
C00122,John Knuth,17674.96,EUR,1775334900000
C00167,Grace Dijkstra,37477.03,USD,1775449380000
C00104,Grace Knuth,29620.48,SEK,1775295120000
C00095,Ada Allen,45342.39,SEK,1775281620000
C00189,Edsger Lovelace,31488.45,USD,1775510580000
C00006,Radia Perlman,6295.68,SEK,1775034780000
C00102,Vint Dijkstra,-250.12,USD,1775292540000
C00039,Barbara McCarthy,7071.63,GBP,1775133540000
C00184,Frances Turing,31246.61,USD,1775496840000
C00040,John Liskov,46218.63,GBP,1775142660000
C00005,Ada Berners-Lee,21613.45,GBP,1775033940000
C00169,Grace Turing,1921.54,SEK,1775466780000
C00020,Donald Hamilton,9377.95,USD,1775059740000
C00172,Frances Berners-Lee,24595.65,USD,1775475720000
C00050,Margaret McCarthy,2744.82,USD,1775176500000
C00136,Donald Turing,27489.16,USD,1775373720000
C00030,Radia McCarthy,44831.15,EUR,1775103000000
C00031,Tim Allen,3615.9,USD,1775108220000
C00196,Alan Hamilton,6538.45,SEK,1775529360000
C00043,Vint Hopper,30373.13,EUR,1775147040000
C00092,Donald Allen,20739.4,USD,1775280420000
C00123,Frances Hopper,2600.1,GBP,1775338260000
C00131,Ada Turing,6119.8,USD,1775358420000
C00120,Grace Hamilton,36150.39,EUR,1775329620000
C00209,Margaret Allen,6607.62,SEK,1775584140000
C00014,Tim Hamilton,13917.69,EUR,1775053080000
C00037,Margaret Turing,39789.6,USD,1775131980000
C00029,Radia Perlman,-1865.44,GBP,1775102520000
C00024,John Berners-Lee,6589.42,GBP,1775079180000
C00096,Ada Perlman,14787.18,EUR,1775283660000
C00173,Grace Cerf,26297.16,EUR,1775476440000
C00165,John Perlman,18861.53,USD,1775444400000
C00144,Grace Allen,8884.93,GBP,1775390760000
C00063,Alan Berners-Lee,28420.72,USD,1775218320000
C00179,Barbara Perlman,22921.34,GBP,1775484120000
C00000,Donald Perlman,25364.16,USD,1775004840000
C00090,Radia Allen,13240.76,EUR,1775278380000
C00137,Grace McCarthy,450.37,GBP,1775373780000
C00127,Margaret McCarthy,5650.16,USD,1775343840000
C00098,Grace Lovelace,19742.65,USD,1775288040000
C00057,Alan Dijkstra,23397.95,EUR,1775193300000
C00146,Tim Cerf,33546.21,EUR,1775397360000
C00205,Alan Knuth,-382.31,USD,1775559060000
C00188,John Cerf,44459.86,SEK,1775507040000
C00155,Radia Liskov,8774.86,EUR,1775428860000
C00026,Barbara Hopper,42510.59,SEK,1775086500000
C00003,Ada McCarthy,19140.64,SEK,1775021280000
C00064,Tim Berners-Lee,37418.33,USD,1775219880000
C00066,Radia Hopper,5237.48,SEK,1775221500000
C00163,Vint McCarthy,44615.81,GBP,1775439600000
C00215,Margaret Liskov,236.06,SEK,1775605380000
C00214,Grace Allen,3986.61,EUR,1775597940000
C00009,Tim Cerf,24913.84,USD,1775046960000
C00059,Donald Hopper,33620.11,USD,1775213580000
C00106,Barbara Allen,29744.42,USD,1775306280000
C00041,Radia Hamilton,16759.54,SEK,1775142900000
C00206,Barbara Cerf,13919.88,GBP,1775561340000
C00190,Radia Turing,4499.85,GBP,1775516880000
C00166,Frances McCarthy,45443.62,EUR,1775445540000
