row_id,full_name,balance,currency,updated_at
C00103,Ada Cerf,10588.31,SEK,1775299080000
C00150,Alan Cerf,888.18,EUR,1775424840000
C00157,Vint Liskov,38011.86,USD,1775438160000
C00190,Ada Liskov,7193.66,EUR,1775532060000
C00143,Margaret Allen,31655.75,USD,1775421120000
C00156,Grace Liskov,5318.95,SEK,1775438160000
C00090,Frances Perlman,15351.42,USD,1775275680000
C00189,Alan Hopper,17623.38,SEK,1775530440000
C00124,Barbara Knuth,16091.4,USD,1775362380000
C00030,Grace Turing,15737.4,GBP,1775084220000
C00210,Edsger Hopper,2701.01,EUR,1775585280000
C00005,Radia Knuth,2360.16,USD,1775034360000
C00023,Alan Liskov,28258.66,USD,1775074260000
C00106,Tim Turing,34166.83,SEK,1775307720000
C00137,John McCarthy,32347.74,GBP,1775398500000
C00043,Vint Perlman,16470.88,EUR,1775107620000
C00072,Margaret Berners-Lee,34315.27,SEK,1775209140000
C00105,Frances Perlman,27055.92,EUR,1775300700000
C00187,Frances Allen,29201.5,SEK,1775517780000
C00053,Vint Liskov,18905.15,GBP,1775140620000
C00196,Ada Lovelace,5808.91,SEK,1775542140000
C00058,Edsger Dijkstra,43369.78,SEK,1775172120000
C00095,Vint Lovelace,47676.62,EUR,1775289420000
C00167,Ada Dijkstra,7873.72,EUR,1775463900000
C00026,Tim Hamilton,17920.6,SEK,1775079540000
C00182,Barbara Allen,15774.3,SEK,1775503260000
C00069,Donald Knuth,34063.21,SEK,1775202600000
C00067,Tim McCarthy,8560.61,SEK,1775193060000
C00126,Frances Knuth,20382.12,EUR,1775364660000
C00188,John McCarthy,29815.37,EUR,1775530140000
C00071,Donald Perlman,26925.09,USD,1775207040000
C00205,Frances Turing,35220.0,GBP,1775559600000
C00208,Alan Lovelace,21116.93,GBP,1775573160000
C00203,Donald Allen,49875.46,EUR,1775557680000
C00097,John Knuth,20094.63,SEK,1775293260000
C00122,Radia Lovelace,13601.37,SEK,1775356740000
C00159,Radia McCarthy,26773.6,SEK,1775448000000
C00164,Tim Hamilton,34947.78,USD,1775452020000
C00034,Grace Perlman,28269.24,GBP,1775097300000
C00088,Barbara Hopper,39845.05,SEK,1775272020000
C00052,Edsger Dijkstra,37149.19,SEK,1775139780000
C00050,Barbara McCarthy,47404.61,EUR,1775133480000
C00178,Vint Hopper,20898.98,GBP,1775494020000
C00033,Margaret Dijkstra,10177.07,EUR,1775091180000
C00087,Edsger Turing,30766.7,EUR,1775266860000
C00142,Margaret Hamilton,19568.05,EUR,1775420700000
C00082,Barbara Turing,11968.94,EUR,1775242920000
C00132,Grace Perlman,42903.3,GBP,1775378460000
C00168,Frances Knuth,45109.11,SEK,1775464440000
C00004,John Allen,13747.93,USD,1775028420000
C00202,Barbara Turing,-902.01,SEK,1775553360000
C00042,Tim Dijkstra,2592.36,SEK,1775104680000
C00016,Margaret Lovelace,43320.98,EUR,1775054700000
C00204,Donald Hopper,34334.18,EUR,1775559420000
C00136,Barbara Dijkstra,31577.81,SEK,1775394360000
C00185,Ada Lovelace,37546.86,SEK,1775509620000
C00118,Radia Dijkstra,-1046.16,GBP,1775338740000
C00089,Vint Dijkstra,3145.28,USD,1775274000000
C00197,Edsger Hamilton,1528.74,SEK,1775544180000
C00179,Frances Hamilton,23051.15,SEK,1775497140000
C00017,Ada Knuth,5393.56,EUR,1775057460000
C00209,Edsger Turing,2237.7,EUR,1775583240000
C00192,Tim Allen,43622.99,EUR,1775535900000
C00140,Grace Perlman,46159.85,GBP,1775412180000
C00000,Ada Perlman,49780.83,USD,1775020200000
C00047,Vint Berners-Lee,-1255.56,SEK,1775120340000
C00037,Alan McCarthy,5402.31,SEK,1775098860000
C00111,Frances McCarthy,44592.67,EUR,1775312820000
C00154,Tim Knuth,29867.75,EUR,1775434680000
C00080,Alan Liskov,7893.07,USD,1775230740000
C00128,Ada Hopper,39910.61,GBP,1775372760000
C00144,Edsger Allen,32431.72,USD,1775421180000
C00051,Grace Hopper,-1568.34,USD,1775139420000
C00014,Radia Lovelace,33964.9,USD,1775049660000
C00068,Donald McCarthy,21819.57,SEK,1775194140000
C00180,Donald Berners-Lee,5953.2,SEK,1775500440000
C00181,Barbara Knuth,38518.29,USD,1775502240000
C00002,Ada Turing,42181.67,EUR,1775021700000
C00018,John Hopper,8264.29,EUR,1775061180000
C00115,Barbara McCarthy,3052.84,GBP,1775328000000
C00119,Grace Liskov,41962.72,SEK,1775340420000
C00117,Alan Hamilton,38414.61,GBP,1775336460000
C00116,Vint Knuth,6658.1,EUR,1775332200000
C00183,Ada Hopper,28402.3,SEK,1775506620000
C00114,Donald Knuth,22168.02,SEK,1775325000000
C00123,Alan Cerf,38393.73,USD,1775360940000
C00193,Grace Perlman,26369.76,SEK,1775537700000
C00110,Vint Dijkstra,7378.09,EUR,1775311440000
