row_id,name,balance_eur,updated_at
C00000,Grace McCarthy,37180.44,1768439340000
C00001,Barbara Allen,38958.15,1768467300000
C00002,Donald McCarthy,32316.93,1768496760000
C00003,Margaret Hopper,41531.08,1768501320000
C00004,Donald Cerf,28153.45,1768516860000
C00005,Grace Perlman,20092.73,1768542420000
C00006,Vint Hamilton,26112.99,1768545000000
C00007,Barbara Knuth,30977.35,1768555980000
C00008,John Hopper,31368.57,1768586400000
C00009,Frances Hamilton,8163.3,1768598640000
C00010,Margaret Hamilton,40044.25,1768599420000
C00011,John Hamilton,46155.0,1768602000000
C00012,Frances Cerf,12933.31,1768602180000
C00013,Vint Hamilton,23393.33,1768611720000
C00014,Alan Liskov,13050.08,1768612020000
C00015,Barbara McCarthy,28737.05,1768640460000
C00016,Ada Cerf,19991.64,1768653480000
C00017,Vint Cerf,-555.88,1768658400000
C00018,Radia Cerf,36911.4,1768674180000
C00019,Donald Turing,47237.16,1768681620000
C00020,Vint Hamilton,47201.58,1768682400000
C00021,Margaret Knuth,10743.32,1768690680000
C00022,Tim Knuth,44732.55,1768713480000
C00023,Donald Cerf,37869.77,1768721400000
C00024,Edsger Lovelace,11226.61,1768766280000
C00025,Vint Cerf,6690.74,1768782720000
C00026,Ada Perlman,1144.22,1768787400000
C00027,Donald Cerf,8194.42,1768846500000
C00028,Margaret Lovelace,11127.68,1768850820000
C00029,Barbara McCarthy,24550.52,1768857060000
C00030,Tim Allen,8780.56,1768863420000
C00031,Tim Perlman,12398.1,1768884660000
C00032,Vint Allen,2793.39,1768886880000
C00033,Tim Lovelace,24684.35,1768893420000
C00034,Alan Allen,3144.37,1768912500000
C00035,Frances Liskov,35408.8,1768917540000
C00036,Grace Turing,38035.99,1768923600000
C00037,Donald Liskov,30910.06,1768933140000
C00038,Margaret Knuth,25621.02,1768951680000
C00039,Donald Lovelace,40371.15,1769000880000
C00040,Alan Dijkstra,6221.0,1769016120000
C00041,Tim Perlman,6275.16,1769028120000
C00042,Vint Hamilton,13141.6,1769034840000
C00043,Tim Cerf,12245.19,1769035680000
C00044,Margaret Liskov,40727.83,1769036880000
