row_id,full_name,balance,currency,updated_at
C00170,Margaret Dijkstra,10618.16,SEK,1775454660000
C00198,Margaret Dijkstra,1375.7,GBP,1775538600000
C00054,Alan Dijkstra,16415.25,USD,1775186340000
C00107,Grace Hopper,32630.38,EUR,1775291580000
C00044,Barbara Berners-Lee,36069.15,EUR,1775164620000
C00023,Vint Turing,15018.06,GBP,1775087280000
C00147,Ada McCarthy,18311.64,USD,1775391420000
C00024,Barbara Berners-Lee,17655.39,USD,1775089680000
C00015,Vint Hamilton,3595.69,EUR,1775061420000
C00100,Alan Hopper,38256.63,GBP,1775270820000
C00011,Ada Knuth,45812.93,GBP,1775035080000
C00113,Vint McCarthy,4598.76,EUR,1775303880000
C00152,Frances Knuth,36714.91,USD,1775405220000
C00215,Margaret Allen,10126.15,GBP,1775604420000
C00070,Vint Lovelace,18312.08,GBP,1775218080000
C00151,John Hamilton,41426.45,USD,1775397120000
C00185,Vint McCarthy,20603.39,USD,1775486460000
C00184,Donald Perlman,39180.18,USD,1775486280000
C00106,Grace Dijkstra,12499.02,USD,1775289120000
C00175,Tim Hopper,10993.69,SEK,1775465880000
C00161,Donald Lovelace,34488.27,GBP,1775431860000
C00080,Ada Lovelace,6056.41,GBP,1775235240000
C00197,Tim Knuth,9841.55,SEK,1775523060000
C00180,Tim Hamilton,38356.58,SEK,1775479620000
C00102,Frances Liskov,1115.53,GBP,1775272560000
C00214,Radia Liskov,7719.45,USD,1775591400000
C00117,Vint Hamilton,31720.78,EUR,1775310240000
C00020,Vint Allen,25395.95,EUR,1775071800000
C00108,John Allen,38448.7,USD,1775298180000
C00129,Ada McCarthy,32630.83,EUR,1775347980000
C00142,Margaret Hamilton,11467.86,SEK,1775372640000
C00112,John Cerf,41080.95,SEK,1775301180000
C00149,Barbara Berners-Lee,39179.4,USD,1775391480000
C00196,Vint Dijkstra,42158.0,GBP,1775516640000
C00182,Barbara Liskov,19367.05,GBP,1775480700000
C00169,Margaret Berners-Lee,24045.7,GBP,1775444760000
C00122,Radia Turing,8160.66,SEK,1775319900000
C00188,Frances Cerf,25029.67,SEK,1775492520000
C00199,Barbara Dijkstra,2153.55,GBP,1775541120000
C00137,Edsger Knuth,25461.65,EUR,1775362920000
C00018,Vint Hopper,28753.48,USD,1775066340000
C00174,Margaret Berners-Lee,20603.52,USD,1775465760000
C00154,Edsger Cerf,31990.25,GBP,1775418120000
C00191,Margaret Perlman,-1769.08,GBP,1775494680000
C00017,Radia Hopper,5390.69,USD,1775064360000
C00124,Grace Hamilton,15094.55,SEK,1775324340000
C00050,Margaret Berners-Lee,5007.22,GBP,1775182560000
C00136,Frances Knuth,1873.66,EUR,1775362320000
C00150,Barbara Knuth,21229.4,USD,1775395800000
C00205,Barbara Perlman,41788.48,EUR,1775559180000
C00209,Grace Turing,1258.35,SEK,1775571540000
C00133,Alan Dijkstra,17001.42,EUR,1775361480000
C00006,Grace Liskov,46883.31,EUR,1775020200000
C00190,Margaret Knuth,41178.58,GBP,1775494620000
C00007,John Dijkstra,35144.63,GBP,1775029920000
C00115,John Lovelace,13746.11,GBP,1775304420000
C00041,Edsger Perlman,4455.82,SEK,1775149980000
C00183,John Dijkstra,48713.07,EUR,1775485860000
C00203,Edsger Turing,9692.36,SEK,1775553600000
C00158,Tim Allen,6064.2,GBP,1775423700000
C00171,Vint Lovelace,23777.91,GBP,1775458200000
C00014,Barbara Turing,32180.62,EUR,1775054880000
C00038,Frances Dijkstra,1861.58,USD,1775140200000
C00144,Vint Allen,25667.54,EUR,1775381280000
C00082,John Cerf,3078.29,SEK,1775240580000
C00211,Alan Berners-Lee,19804.66,USD,1775581680000
C00143,Edsger Liskov,15210.38,USD,1775376420000
C00172,Grace Lovelace,39455.1,GBP,1775460120000
C00021,Margaret Hamilton,29865.99,GBP,1775074740000
C00016,Alan Cerf,-1111.18,EUR,1775063460000
C00030,Radia Liskov,46770.89,EUR,1775115060000
C00012,Ada Liskov,11149.91,GBP,1775046180000
C00210,Alan Lovelace,-406.55,USD,1775580960000
C00128,Radia Perlman,13618.91,EUR,1775331780000
C00201,Radia Berners-Lee,15447.06,EUR,1775546940000
C00025,Grace Cerf,33473.1,SEK,1775090700000
C00096,Alan Perlman,35231.27,EUR,1775268480000
C00067,Tim Hopper,5868.4,GBP,1775210460000
C00194,Ada Knuth,8376.23,SEK,1775508120000
C00046,Barbara McCarthy,28143.35,USD,1775169180000
C00068,Donald Hamilton,44206.54,GBP,1775212380000
C00037,Donald Berners-Lee,9233.6,GBP,1775138760000
C00138,Margaret Dijkstra,11166.01,EUR,1775363520000
C00159,Vint Dijkstra,26193.14,USD,1775425980000
C00213,Ada Knuth,27857.95,EUR,1775590020000
C00131,Tim Turing,32558.41,USD,1775355120000
C00126,Ada Cerf,32585.76,GBP,1775324520000
C00164,Edsger McCarthy,44842.7,GBP,1775435520000
C00047,Grace Knuth,29415.32,GBP,1775170860000
C00085,Barbara Hamilton,46661.47,EUR,1775246760000
C00195,Edsger Perlman,40480.65,SEK,1775511420000
C00087,Grace Turing,17174.39,GBP,1775246820000
C00167,Barbara Liskov,33293.77,USD,1775443140000
C00081,Edsger Lovelace,8081.66,EUR,1775237640000
C00029,Margaret Cerf,11953.55,USD,1775104320000
C00049,Radia Knuth,28861.23,SEK,1775181000000
C00009,Grace Dijkstra,10512.66,USD,1775033700000
C00083,Radia Knuth,24697.07,SEK,1775242260000
C00098,Grace Lovelace,17523.41,GBP,1775270280000
C00140,Barbara Hopper,17882.36,USD,1775363880000
C00192,Frances Knuth,42810.67,SEK,1775501580000
C00208,Barbara Cerf,49639.34,EUR,1775569560000
C00019,Frances Knuth,16276.61,USD,1775066580000
C00026,Radia McCarthy,1697.45,SEK,1775091540000
C00000,Edsger Hamilton,11146.83,USD,1775008200000
C00146,Barbara Allen,45381.67,USD,1775388540000
C00157,Tim McCarthy,22732.94,EUR,1775423340000
C00189,Donald Dijkstra,43498.61,EUR,1775492700000
C00200,Radia Turing,315.13,SEK,1775541540000
C00168,John Hamilton,20046.06,SEK,1775444340000
C00065,Barbara McCarthy,13276.27,EUR,1775209740000
C00116,Frances Hamilton,13151.89,GBP,1775307660000
C00094,Barbara Perlman,49882.03,GBP,1775266980000
C00002,Vint Lovelace,5929.02,GBP,1775017260000
C00123,Radia Hamilton,19848.98,EUR,1775323860000
C00162,Margaret Hamilton,24680.45,GBP,1775433600000
C00042,Donald Cerf,5039.08,USD,1775160180000
C00084,Radia Lovelace,10635.07,SEK,1775246340000
C00187,John McCarthy,48599.96,GBP,1775492280000
C00013,Frances Hopper,33612.03,USD,1775047320000
C00135,Margaret McCarthy,33461.66,EUR,1775362080000
C00090,Alan Perlman,13316.44,USD,1775254980000
C00181,Donald Perlman,33094.85,SEK,1775479920000
C00060,Grace Cerf,2526.57,EUR,1775192760000
C00120,Tim Lovelace,1070.05,SEK,1775315940000
C00202,Margaret Turing,32559.62,EUR,1775551260000
C00207,Margaret Berners-Lee,15333.51,SEK,1775569260000
C00093,Margaret McCarthy,26690.43,EUR,1775263860000
C00132,Grace Liskov,2231.37,EUR,1775355540000
C00130,Grace Liskov,-1317.21,SEK,1775350740000
C00055,Edsger Liskov,3930.25,USD,1775186400000
C00125,Edsger McCarthy,1984.35,SEK,1775324400000
C00075,Barbara McCarthy,27262.36,EUR,1775229300000
C00064,Barbara Dijkstra,14617.3,USD,1775194920000
C00153,Edsger Knuth,8022.0,SEK,1775405760000
C00111,Edsger Liskov,47097.57,SEK,1775300760000
C00091,Margaret Perlman,45195.35,EUR,1775260140000
C00109,Vint McCarthy,46850.55,GBP,1775299560000
C00173,Barbara Dijkstra,9712.12,SEK,1775464800000
C00056,Grace Berners-Lee,48660.33,USD,1775187900000
C00186,Vint Cerf,36089.57,SEK,1775488080000
C00127,Radia Hamilton,23645.41,GBP,1775327700000
C00057,Ada Knuth,42222.7,SEK,1775189640000
C00040,Radia Berners-Lee,11667.8,GBP,1775140380000
C00177,Margaret Turing,36640.83,SEK,1775472900000
C00022,Donald Hamilton,31787.16,USD,1775084460000
C00032,Grace Cerf,27810.93,USD,1775117040000
C00028,Barbara Knuth,4474.71,USD,1775103540000
C00077,Margaret Knuth,45599.79,GBP,1775229960000
C00035,Tim McCarthy,7670.19,USD,1775131080000
C00104,Donald Liskov,49301.68,EUR,1775283360000
C00039,Radia Perlman,38604.6,EUR,1775140200000
C00027,Margaret Perlman,33630.24,GBP,1775094720000
C00176,Frances Hopper,41762.75,SEK,1775466000000
C00206,Frances Liskov,818.77,GBP,1775567040000
C00145,Vint McCarthy,27369.75,EUR,1775385840000
C00103,Barbara Hopper,8241.97,SEK,1775273700000
C00079,Tim Liskov,23071.04,SEK,1775231400000
C00155,Edsger McCarthy,368.2,EUR,1775418300000
C00193,John Perlman,24101.78,SEK,1775503440000
C00048,Vint Turing,29908.24,USD,1775171340000
C00160,Frances Hopper,30581.18,SEK,1775429040000
C00071,John Hamilton,3802.29,USD,1775220180000
C00119,Edsger Dijkstra,11357.97,USD,1775314020000
C00088,Frances Allen,36813.72,EUR,1775251680000
C00089,Ada Turing,37213.08,USD,1775254740000
C00073,Frances Hopper,15858.42,EUR,1775228220000
C00179,Grace McCarthy,43904.04,USD,1775473140000
C00033,Margaret Liskov,38401.82,SEK,1775123100000
C00001,Donald Knuth,28690.51,SEK,1775011500000
C00058,Grace Hopper,30391.15,EUR,1775189640000
C00034,Frances Perlman,43692.44,USD,1775128020000
C00062,Vint McCarthy,47593.33,EUR,1775193180000
C00163,Ada Perlman,24925.07,EUR,1775434260000
C00212,Vint Lovelace,37342.7,EUR,1775586420000
C00114,Grace McCarthy,46091.42,SEK,1775304240000
C00204,Ada Hopper,41703.52,GBP,1775556360000
