row_id,full_name,balance,currency,updated_at
C00119,Alan Dijkstra,8697.89,USD,1775281260000
C00214,Grace Cerf,49271.82,USD,1775582280000
C00179,Radia Knuth,42579.61,GBP,1775465640000
C00016,Radia Knuth,-1009.03,EUR,1775020800000
C00213,Radia Allen,28961.79,SEK,1775580660000
C00127,Radia Cerf,35388.35,EUR,1775306820000
C00067,Frances Liskov,18897.97,EUR,1775152140000
C00037,Tim Allen,18508.54,SEK,1775070960000
C00053,Ada Liskov,24253.32,USD,1775129700000
C00204,Barbara Cerf,13745.94,SEK,1775551980000
C00090,Alan Hopper,655.39,USD,1775206020000
C00062,Tim Lovelace,39777.24,USD,1775144280000
C00064,Edsger Berners-Lee,4955.46,GBP,1775149260000
C00149,Grace McCarthy,37138.81,EUR,1775369280000
C00207,Alan Perlman,47353.19,EUR,1775555580000
C00111,Radia Perlman,11654.86,EUR,1775245860000
C00007,Grace Berners-Lee,9755.79,GBP,1775010840000
C00105,Radia Hopper,4418.19,USD,1775224920000
C00158,John Liskov,18893.75,USD,1775403780000
C00093,Grace Allen,45632.89,SEK,1775207460000
C00063,Alan Liskov,15681.88,GBP,1775147100000
C00019,Edsger Cerf,34430.52,EUR,1775026620000
C00203,John Dijkstra,25703.01,GBP,1775548860000
C00136,Frances Lovelace,15999.98,USD,1775332920000
C00215,John Knuth,36612.48,SEK,1775586120000
C00061,Vint Allen,26312.04,SEK,1775143380000
C00200,Frances Dijkstra,45996.52,EUR,1775526720000
C00172,Alan Lovelace,45195.98,GBP,1775442000000
C00046,Vint Berners-Lee,21332.17,EUR,1775111100000
C00202,Margaret Liskov,18015.61,SEK,1775543100000
C00151,Alan Dijkstra,12890.7,GBP,1775377200000
C00030,Margaret Allen,24400.1,SEK,1775058960000
C00038,Donald Dijkstra,2451.22,EUR,1775071980000
C00054,Donald Berners-Lee,48511.11,GBP,1775131800000
C00031,Radia Lovelace,49937.42,USD,1775066580000
C00077,Donald Knuth,11814.73,USD,1775168940000
C00122,Alan Liskov,48813.42,EUR,1775290260000
C00118,Donald Dijkstra,24799.94,SEK,1775278140000
C00196,Radia Cerf,11402.5,USD,1775508060000
C00106,Grace Berners-Lee,43803.35,GBP,1775225400000
C00116,Vint Dijkstra,36115.45,GBP,1775269800000
C00180,Edsger McCarthy,11413.67,USD,1775469000000
C00163,Frances Turing,24840.7,SEK,1775422680000
C00108,Vint Hamilton,27021.53,SEK,1775233020000
C00104,Barbara Allen,19469.14,USD,1775224800000
C00131,Grace Perlman,11295.33,SEK,1775324460000
C00076,Alan Knuth,49283.45,EUR,1775164620000
C00133,Radia Knuth,48597.86,SEK,1775330820000
C00056,Donald Cerf,-1222.75,USD,1775133180000
C00025,Margaret Hopper,39207.92,SEK,1775037120000
C00197,Vint Cerf,18323.29,USD,1775512560000
C00173,Barbara Allen,7608.6,SEK,1775442960000
C00045,Radia Dijkstra,42537.21,USD,1775108220000
C00153,John Berners-Lee,16796.56,SEK,1775382660000
C00082,Frances Dijkstra,19471.11,USD,1775183340000
C00026,Ada Lovelace,18797.16,GBP,1775039640000
C00125,Frances McCarthy,8994.51,USD,1775299020000
C00028,Ada Dijkstra,39144.81,EUR,1775045460000
C00033,Alan Hopper,27745.79,GBP,1775068320000
C00083,Barbara Perlman,21157.83,USD,1775185860000
C00198,Alan Allen,36547.67,SEK,1775517480000
C00146,Edsger Liskov,30915.54,GBP,1775367420000
C00101,Donald Hopper,43859.84,USD,1775215980000
C00161,Ada Knuth,29374.42,EUR,1775417400000
C00176,Edsger Dijkstra,26554.58,EUR,1775460300000
C00212,Donald Knuth,6859.49,EUR,1775578680000
C00190,Tim McCarthy,10461.23,GBP,1775501700000
C00178,Radia Dijkstra,5184.16,USD,1775463480000
C00091,Donald Cerf,47116.31,EUR,1775206560000
C00128,Vint Turing,45300.3,GBP,1775313120000
C00024,Donald Lovelace,16235.74,EUR,1775037000000
C00170,Margaret Dijkstra,31059.61,EUR,1775431980000
C00008,Donald Berners-Lee,49181.32,SEK,1775012400000
C00132,Tim Cerf,28822.63,USD,1775328120000
C00027,Grace Berners-Lee,15948.54,EUR,1775041920000
C00022,Radia Liskov,36605.02,GBP,1775033880000
C00099,John Perlman,10191.01,GBP,1775215080000
C00006,Barbara Dijkstra,33414.49,GBP,1775009760000
C00142,Tim Liskov,28880.64,EUR,1775343120000
C00144,Alan Hamilton,38506.8,SEK,1775350620000
C00135,John Perlman,44308.58,GBP,1775331540000
C00141,Tim Berners-Lee,42161.41,SEK,1775339580000
C00097,Barbara Perlman,27144.79,SEK,1775214900000
C00102,Donald Turing,21120.53,GBP,1775216220000
C00086,Vint Liskov,41307.08,SEK,1775200080000
C00110,Donald Dijkstra,36084.29,EUR,1775236680000
