transaction_id,cc_num,datetime,amount,merchant,category,lat,long,is_fraud
T000000000,489100000057,2025-09-01T00:06:00Z,19.08,m_419,fuel,47.0158,-73.6026,0
T000000005,425300000079,2025-09-01T00:45:00Z,22.67,m_578,restaurant,36.8999,-75.4521,0
T000000006,430000000162,2025-09-01T00:57:00Z,4.09,m_543,restaurant,45.8851,-91.463,0
T000000007,431700000171,2025-09-01T01:05:00Z,21.61,m_034,online,49.2236,-119.5524,0
T000000008,488200000133,2025-09-01T01:09:00Z,11.92,m_749,health,46.8354,-88.6993,0
T000000009,413300000230,2025-09-01T01:19:00Z,29.02,m_716,travel,41.9808,-71.8673,0
T000000010,413300000061,2025-09-01T01:23:00Z,7.54,m_615,cash_advance,34.0282,-80.5466,0
T000000014,425300000079,2025-09-01T01:48:00Z,21.57,m_762,travel,36.1049,-76.3645,0
T000000015,474300000084,2025-09-01T01:48:00Z,61.4,m_692,cash_advance,27.0562,-92.4802,0
T000000016,468200000221,2025-09-01T01:54:00Z,30.22,m_336,health,40.8607,-72.0347,0
T000000018,477200000076,2025-09-01T01:57:00Z,73.76,m_231,health,42.9862,-77.8053,0
T000000019,492900000216,2025-09-01T01:57:00Z,8.39,m_621,health,35.4529,-70.9022,0
T000000021,470100000147,2025-09-01T02:41:00Z,27.67,m_517,travel,30.2055,-82.9586,0
T000000023,451400000118,2025-09-01T03:38:00Z,9.48,m_184,travel,30.3853,-72.5728,0
T000000024,421000000049,2025-09-01T03:39:00Z,21.2,m_484,entertainment,39.7346,-108.4377,0
T000000025,460200000201,2025-09-01T03:42:00Z,57.78,m_264,electronics,45.0149,-77.7103,0
T000000027,472200000195,2025-09-01T04:03:00Z,59.54,m_185,entertainment,35.1726,-80.2015,0
T000000028,454700000001,2025-09-01T04:14:00Z,11.37,m_774,fuel,28.3276,-117.6114,0
T000000029,440200000212,2025-09-01T04:31:00Z,57.42,m_445,fuel,45.754,-103.1511,0
T000000030,434700000262,2025-09-01T04:43:00Z,7.63,m_140,entertainment,30.1484,-80.3691,0
T000000031,433600000269,2025-09-01T05:02:00Z,5.62,m_757,electronics,48.6508,-88.6521,0
T000000032,467000000279,2025-09-01T05:23:00Z,15.16,m_035,health,43.8884,-107.7188,0
T000000034,482600000050,2025-09-01T05:29:00Z,20.95,m_728,fuel,37.5287,-78.1212,0
T000000035,443900000180,2025-09-01T05:30:00Z,11.35,m_441,fuel,45.3456,-76.663,0
T000000036,488800000117,2025-09-01T05:32:00Z,28.25,m_102,restaurant,36.0154,-104.4059,0
T000000037,483600000069,2025-09-01T05:52:00Z,46.08,m_494,electronics,29.3184,-111.6424,0
T000000038,436200000283,2025-09-01T05:58:00Z,22.11,m_306,online,31.4608,-118.6493,0
T000000039,474600000256,2025-09-01T05:59:00Z,19.38,m_358,online,25.6415,-88.5958,0
T000000040,413700000232,2025-09-01T06:36:00Z,28.01,m_797,online,43.5997,-105.9906,0
T000000041,477200000076,2025-09-01T06:47:00Z,23.98,m_244,electronics,43.2979,-77.475,0
T000000043,429100000136,2025-09-01T07:12:00Z,49.96,m_635,health,48.4281,-79.6372,0
T000000044,405200000054,2025-09-01T07:14:00Z,43.8,m_260,entertainment,31.2774,-87.9845,0
T000000045,486500000234,2025-09-01T07:25:00Z,9.56,m_753,online,38.0427,-108.0792,0
T000000046,416600000244,2025-09-01T07:30:00Z,89.84,m_085,clothing,38.1968,-73.2534,0
T000000047,491600000072,2025-09-01T07:42:00Z,9.01,m_254,clothing,34.1438,-113.6285,0
T000000048,483100000286,2025-09-01T08:03:00Z,32.84,m_563,grocery,36.7477,-74.2282,0
T000000049,421000000277,2025-09-01T08:09:00Z,33.5,m_524,entertainment,42.8168,-72.9978,0
T000000052,486600000046,2025-09-01T08:20:00Z,26.73,m_023,restaurant,41.7866,-97.1014,0
T000000055,476900000239,2025-09-01T08:31:00Z,38.13,m_019,restaurant,30.2226,-96.5852,0
T000000056,425300000079,2025-09-01T08:31:00Z,63.01,m_688,fuel,35.0438,-76.3452,0
T000000057,494800000019,2025-09-01T08:37:00Z,18.2,m_308,restaurant,24.9579,-101.9586,0
T000000058,426900000172,2025-09-01T08:40:00Z,69.26,m_010,online,42.901,-107.2047,0
T000000060,436200000283,2025-09-01T08:56:00Z,41.92,m_755,restaurant,31.4775,-117.6098,0
T000000062,481700000044,2025-09-01T09:00:00Z,7.47,m_138,cash_advance,42.1763,-87.7368,0
T000000063,459200000077,2025-09-01T09:01:00Z,30.48,m_058,cash_advance,35.8252,-106.2798,0
T000000064,491000000038,2025-09-01T09:02:00Z,90.65,m_173,online,26.845,-92.6476,0
T000000065,432200000285,2025-09-01T09:05:00Z,18.46,m_114,electronics,42.3116,-113.1809,0
T000000066,467400000299,2025-09-01T09:05:00Z,40.55,m_259,electronics,26.2638,-109.6222,0
T000000068,484400000030,2025-09-01T09:09:00Z,17.43,m_154,electronics,28.9496,-73.8338,0
T000000072,497000000034,2025-09-01T09:14:00Z,11.21,m_597,electronics,37.0174,-122.0982,0
T000000073,443000000144,2025-09-01T09:19:00Z,82.48,m_007,online,30.3878,-79.3395,0
T000000075,440200000212,2025-09-01T09:22:00Z,75.97,m_648,electronics,45.1001,-103.1708,0
T000000076,414600000120,2025-09-01T09:23:00Z,80.21,m_089,entertainment,27.5349,-79.2417,0
T000000077,468700000127,2025-09-01T09:27:00Z,5.8,m_015,cash_advance,31.9895,-122.9036,0
T000000079,478700000011,2025-09-01T09:28:00Z,75.34,m_572,clothing,45.859,-93.3693,0
T000000080,462600000282,2025-09-01T09:30:00Z,5.73,m_793,health,46.4036,-88.1535,0
T000000081,410600000115,2025-09-01T09:33:00Z,53.42,m_052,restaurant,28.0145,-84.6011,0
T000000083,474000000094,2025-09-01T09:37:00Z,7.85,m_407,fuel,47.8547,-116.0469,0
T000000084,441700000121,2025-09-01T09:37:00Z,25.26,m_309,cash_advance,27.0312,-105.9785,0
T000000085,432500000146,2025-09-01T09:38:00Z,9.57,m_364,grocery,26.8915,-115.4733,0
T000000086,426800000149,2025-09-01T09:44:00Z,45.0,m_530,health,29.9995,-117.8731,0
T000000087,468200000221,2025-09-01T09:44:00Z,16.87,m_568,travel,40.5118,-71.5905,0
T000000088,491700000073,2025-09-01T09:44:00Z,36.89,m_127,online,29.4235,-84.8223,0
T000000089,447000000194,2025-09-01T09:46:00Z,5.72,m_386,entertainment,35.1009,-80.8833,0
T000000090,440000000190,2025-09-01T09:48:00Z,7.57,m_738,fuel,40.1744,-76.4711,0
T000000091,488600000295,2025-09-01T09:55:00Z,9.26,m_272,travel,43.7998,-100.3802,0
T000000092,495400000142,2025-09-01T09:58:00Z,11.5,m_322,travel,40.6918,-117.8746,0
T000000094,440800000163,2025-09-01T10:01:00Z,12.54,m_157,clothing,28.377,-118.1659,0
