transaction_id,cc_num,datetime,amount,merchant,category,lat,long
T000032707,421500000087,2025-12-07T19:13:00Z,14.05,m_182,health,45.8434,-100.4253
T000032708,480500000027,2025-12-07T19:17:00Z,11.33,m_688,electronics,37.9524,-106.9937
T000032709,432400000114,2025-12-07T19:18:00Z,22.38,m_125,entertainment,41.9963,-74.0626
T000032711,455200000029,2025-12-07T19:18:00Z,13.08,m_253,health,45.3262,-73.5099
T000032712,474300000084,2025-12-07T19:18:00Z,101.75,m_114,travel,27.8835,-93.2499
T000032713,416600000244,2025-12-07T19:18:00Z,149.21,m_468,restaurant,38.2784,-73.2114
T000032714,413300000230,2025-12-07T19:22:00Z,18.67,m_586,grocery,42.2791,-71.795
T000032715,414100000007,2025-12-07T19:22:00Z,15.94,m_470,fuel,35.6079,-113.9241
T000032716,413500000264,2025-12-07T19:30:00Z,37.22,m_085,electronics,39.002,-119.2727
T000032718,492900000273,2025-12-07T19:33:00Z,30.16,m_441,online,33.0001,-117.7818
T000032719,430000000162,2025-12-07T19:35:00Z,6.48,m_344,cash_advance,45.2851,-91.1257
T000032720,420400000060,2025-12-07T19:36:00Z,20.22,m_497,entertainment,32.2225,-72.6141
T000032721,400000000251,2025-12-07T19:37:00Z,18.81,m_466,clothing,37.5002,-97.452
T000032722,490400000207,2025-12-07T19:39:00Z,2.82,m_470,cash_advance,38.6732,-120.7294
T000032723,456300000265,2025-12-07T19:40:00Z,54.05,m_462,online,34.1477,-122.8782
T000032724,432500000036,2025-12-07T19:41:00Z,4.61,m_787,cash_advance,40.1734,-118.9221
T000032725,400000000251,2025-12-07T19:42:00Z,5.55,m_541,entertainment,38.135,-97.8708
T000032726,408800000280,2025-12-07T19:44:00Z,29.57,m_335,clothing,45.8996,-113.2495
T000032727,488600000295,2025-12-07T19:46:00Z,36.3,m_141,clothing,43.7378,-99.703
T000032729,457400000208,2025-12-07T19:51:00Z,63.83,m_541,grocery,47.5653,-108.7774
T000032730,453500000052,2025-12-07T19:52:00Z,19.24,m_049,clothing,43.8476,-122.1511
T000032731,489800000203,2025-12-07T19:55:00Z,13.23,m_129,travel,43.5376,-103.1011
T000032734,436500000043,2025-12-07T20:00:00Z,27.94,m_328,fuel,35.4359,-110.1817
T000032738,454900000187,2025-12-07T20:23:00Z,24.83,m_478,health,41.4117,-111.3147
T000032739,493800000213,2025-12-07T20:23:00Z,24.54,m_142,health,35.587,-74.1292
T000032740,403900000062,2025-12-07T20:25:00Z,10.56,m_774,cash_advance,36.8389,-108.8506
T000032741,453500000052,2025-12-07T20:32:00Z,15.89,m_702,online,43.9311,-122.108
T000032742,425600000170,2025-12-07T20:33:00Z,48.03,m_618,fuel,27.3557,-83.6004
T000032744,444500000160,2025-12-07T20:36:00Z,52.85,m_225,electronics,28.4394,-81.527
T000032746,482600000050,2025-12-07T20:39:00Z,11.46,m_231,restaurant,38.3331,-77.6358
T000032747,490400000207,2025-12-07T20:40:00Z,5.2,m_514,travel,38.0183,-120.7676
T000032748,488800000242,2025-12-07T20:40:00Z,4.14,m_232,travel,33.532,-100.3624
T000032749,486600000046,2025-12-07T20:43:00Z,43.21,m_510,electronics,40.5121,-96.6197
T000032750,433100000271,2025-12-07T20:45:00Z,12.37,m_067,cash_advance,41.4685,-78.0828
T000032751,408700000002,2025-12-07T20:45:00Z,27.92,m_451,electronics,37.2965,-94.7538
T000032752,473800000088,2025-12-07T20:47:00Z,18.97,m_446,entertainment,48.61,-98.9467
T000032753,427100000293,2025-12-07T21:04:00Z,37.08,m_199,entertainment,29.9053,-113.3124
T000032754,455200000029,2025-12-07T21:26:00Z,31.37,m_277,clothing,44.5909,-74.3513
T000032755,468600000099,2025-12-07T21:29:00Z,20.48,m_018,travel,36.5396,-74.1615
T000032756,409000000198,2025-12-07T21:51:00Z,11.27,m_388,clothing,47.8017,-80.8796
T000032757,425300000079,2025-12-07T21:57:00Z,9.19,m_043,health,35.5467,-75.4383
T000032759,401300000033,2025-12-07T22:17:00Z,41.84,m_575,fuel,38.0646,-113.9303
T000032760,499500000281,2025-12-07T22:51:00Z,22.29,m_233,grocery,47.6285,-75.9818
T000032761,467400000299,2025-12-07T22:56:00Z,31.79,m_308,travel,26.5399,-109.1668
T000032763,494800000019,2025-12-07T23:29:00Z,13.16,m_359,restaurant,25.6442,-102.6111
T000032764,489100000057,2025-12-08T00:03:00Z,25.29,m_459,fuel,46.0392,-73.4594
T000032765,400100000173,2025-12-08T00:10:00Z,24.39,m_125,clothing,47.5139,-83.096
T000032766,486500000234,2025-12-08T00:12:00Z,16.09,m_216,clothing,38.6017,-107.9238
T000032767,459100000090,2025-12-08T00:57:00Z,26.47,m_252,entertainment,40.6565,-82.9276
T000032768,431300000248,2025-12-08T00:59:00Z,55.72,m_142,travel,26.391,-86.4938
T000032769,400900000156,2025-12-08T01:07:00Z,51.19,m_188,cash_advance,40.3018,-106.8756
T000032770,470100000147,2025-12-08T01:20:00Z,23.52,m_314,health,29.5138,-83.0061
T000032771,403400000178,2025-12-08T01:34:00Z,24.52,m_507,health,26.6514,-113.74
T000032773,490100000041,2025-12-08T02:13:00Z,18.22,m_771,electronics,34.8102,-90.8497
T000032774,444500000160,2025-12-08T02:18:00Z,36.79,m_101,fuel,28.2862,-81.7642
T000032775,416600000244,2025-12-08T02:23:00Z,32.2,m_599,clothing,39.4969,-73.6258
T000032777,426900000083,2025-12-08T02:47:00Z,24.83,m_625,restaurant,47.0552,-82.9179
T000032779,438100000157,2025-12-08T03:30:00Z,23.03,m_296,entertainment,28.8853,-98.4885
T000032780,422200000028,2025-12-08T03:36:00Z,57.85,m_371,restaurant,28.0974,-122.409
T000032781,418600000223,2025-12-08T03:49:00Z,26.18,m_669,entertainment,48.4068,-78.2138
T000032784,493900000290,2025-12-08T04:09:00Z,56.48,m_326,restaurant,34.5726,-74.3335
T000032785,414100000007,2025-12-08T04:19:00Z,15.86,m_124,grocery,34.7013,-114.5066
T000032786,481700000044,2025-12-08T04:19:00Z,14.47,m_396,grocery,41.9077,-89.2456
T000032787,478500000258,2025-12-08T04:29:00Z,212.06,m_537,online,40.0855,-88.7713
T000032790,434500000161,2025-12-08T05:14:00Z,16.13,m_693,electronics,36.6837,-88.6509
T000032791,492800000125,2025-12-08T05:20:00Z,18.24,m_536,online,45.5661,-89.8697
T000032792,404300000189,2025-12-08T05:34:00Z,20.63,m_554,clothing,26.7548,-117.067
T000032794,454900000187,2025-12-08T06:15:00Z,11.88,m_798,health,41.6505,-111.6612
T000032795,468200000221,2025-12-08T06:22:00Z,55.92,m_230,restaurant,40.698,-72.2668
T000032796,483600000122,2025-12-08T06:43:00Z,8.0,m_607,online,30.2144,-90.0452
T000032798,420200000231,2025-12-08T07:31:00Z,10.92,m_628,fuel,28.0743,-114.8077
T000032799,452600000257,2025-12-08T07:35:00Z,17.65,m_085,health,29.1708,-106.2614
T000032800,421500000087,2025-12-08T08:02:00Z,20.62,m_063,grocery,46.851,-100.3628
T000032801,492900000273,2025-12-08T08:04:00Z,37.51,m_544,grocery,32.8597,-118.3407
T000032802,466900000159,2025-12-08T08:08:00Z,16.71,m_322,grocery,43.1304,-99.283
T000032803,442200000037,2025-12-08T08:10:00Z,79.68,m_728,travel,33.2647,-106.2696
T000032805,489100000057,2025-12-08T08:19:00Z,20.24,m_432,cash_advance,45.8064,-74.091
T000032806,454400000155,2025-12-08T08:19:00Z,74.28,m_613,restaurant,33.5349,-92.9267
T000032807,478800000015,2025-12-08T08:23:00Z,56.67,m_128,restaurant,29.8602,-113.0942
T000032811,472500000070,2025-12-08T08:32:00Z,47.86,m_411,travel,38.1894,-101.5916
T000032812,440200000212,2025-12-08T08:35:00Z,44.07,m_277,restaurant,45.8713,-102.7597
T000032813,486600000215,2025-12-08T08:36:00Z,16.15,m_677,travel,31.6076,-102.1386
