account_id,home_lat,home_lon,base_score
A0000,26.307271,158.67121,0.310956
A0001,32.466293,-107.928173,0.316047
A0002,-41.560422,17.204608,0.348082
A0003,-14.929127,111.161858,0.678129
A0004,18.158224,14.39528,0.916952
A0005,25.932598,-94.593727,0.343702
A0006,-46.113921,-97.754895,0.50788
A0007,-13.400312,-52.123324,0.366707
A0008,9.354094,-149.105132,0.782326
A0009,59.181012,112.623198,0.60901
A0010,-21.798915,-73.44186,0.633646
A0011,4.307442,-20.884339,0.312352
A0012,-31.041305,-61.257806,0.778984
A0013,-17.636231,-126.193015,0.887033
A0014,-58.078055,-137.568539,0.360332
A0015,2.647761,149.304354,0.698451
A0016,-8.735093,135.50687,0.441319
A0017,-54.25823,151.169131,0.75923
A0018,-31.627285,-34.697152,0.375886
A0019,-28.718914,-149.289987,0.703246
A0020,33.812589,123.877484,0.641052
A0021,-20.673803,-53.319507,0.616928
A0022,-33.845787,160.58825,0.736346
A0023,18.703386,-82.761451,0.722534
A0024,29.918237,-9.99227,0.517973
A0025,-10.688991,-115.086978,0.836653
A0026,41.777307,-6.852547,0.835707
A0027,18.085092,152.344113,0.580107
A0028,34.16135,168.058852,0.337081
A0029,51.34486,-85.936863,0.702123
A0030,-57.343635,82.170352,0.540606
A0031,8.994919,-145.203053,0.564411
A0032,-52.680742,36.310207,0.901484
A0033,16.50884,-128.855963,0.392018
A0034,-43.066649,-71.962768,0.651787
A0035,-16.627867,65.135383,0.38817
A0036,-0.557105,-154.80454,0.889132
A0037,-27.122773,91.867624,0.426913
A0038,42.776042,54.971359,0.353326
A0039,0.379804,-122.388725,0.599324
A0040,54.071208,115.380152,0.673116
A0041,45.766374,36.630654,0.89844
A0042,55.642423,80.311617,0.403241
A0043,-44.022749,-96.534029,0.811356
A0044,49.85657,-146.454076,0.465936
A0045,-36.390532,162.485408,0.609786
A0046,46.822637,134.482863,0.544815
A0047,42.780616,68.049814,0.887181
A0048,58.095051,-25.313676,0.708751
A0049,-50.766161,-54.329786,0.677115
A0050,-54.745156,-42.786089,0.426183
A0051,-9.573539,-117.988817,0.563565
A0052,-55.942668,-133.097544,0.723924
A0053,2.31161,11.169868,0.489817
A0054,47.031326,62.621286,0.710509
A0055,56.810092,-80.167266,0.790129
A0056,14.403999,-8.017158,0.476862
A0057,-21.924468,10.309903,0.628524
A0058,15.721296,32.231477,0.544948
A0059,43.383902,-21.91908,0.641959
