account_id,home_lat,home_lon,base_score
A0000,-1.80258,70.902361,0.406076
A0001,58.418205,-157.935601,0.34732
A0002,27.556114,-29.187112,0.660133
A0003,-35.087871,-144.600409,0.341829
A0004,49.191109,-105.855077,0.543321
A0005,-3.553585,-89.422496,0.643398
A0006,4.975899,-6.673528,0.692624
A0007,53.323261,-59.217022,0.357411
A0008,48.898652,68.873144,0.893968
A0009,-44.617388,122.416723,0.603431
A0010,55.048594,54.991379,0.527788
A0011,-7.629798,-1.876983,0.313015
A0012,-3.303128,-4.39473,0.474428
A0013,-9.749923,1.575604,0.302395
A0014,0.193546,-109.346126,0.920659
A0015,59.735668,-165.553486,0.736039
A0016,4.707323,-86.69603,0.412069
A0017,-56.951535,79.861471,0.656546
A0018,35.671039,14.022391,0.739517
A0019,32.272618,15.723374,0.662089
A0020,33.664174,-92.213601,0.407487
A0021,-7.453455,122.161636,0.549159
A0022,-2.330503,-131.586213,0.528805
A0023,-51.154674,138.753833,0.690051
A0024,-43.788964,157.038947,0.58947
A0025,-25.228349,91.056277,0.48375
A0026,9.176524,117.270297,0.773028
A0027,49.984712,67.826932,0.557963
A0028,-49.839896,165.768723,0.463366
A0029,48.595343,117.410408,0.837615
A0030,21.299646,-30.683954,0.402711
A0031,39.031036,-65.849642,0.476639
A0032,1.73633,19.101987,0.388294
A0033,34.295277,-39.593655,0.603465
A0034,-23.718168,-103.164573,0.536157
A0035,1.711159,-3.297774,0.462669
A0036,2.187285,-94.62065,0.863584
A0037,41.465208,116.599634,0.657502
A0038,-1.905356,-5.717883,0.520842
A0039,-22.362511,-34.162285,0.624884
A0040,-54.540649,-8.334293,0.797545
A0041,-23.902659,46.08103,0.383204
A0042,41.58051,-31.906465,0.514822
A0043,34.790569,-9.127657,0.655875
A0044,-55.878959,100.565641,0.614793
A0045,-39.899268,-18.52139,0.601691
A0046,1.53492,-115.786079,0.585349
A0047,45.078509,-129.160938,0.315174
A0048,-12.929952,-79.977585,0.765472
A0049,-5.356063,-21.53205,0.623891
A0050,45.842917,150.479564,0.932663
A0051,-44.855742,-146.215436,0.330065
A0052,-24.81542,95.165022,0.663596
A0053,-32.689233,-100.383098,0.887907
A0054,-13.817075,134.363992,0.437837
A0055,-15.198225,-52.006209,0.865975
A0056,-32.594162,20.387462,0.944992
A0057,-34.662074,-40.734982,0.640162
A0058,11.895993,-133.376768,0.856508
A0059,58.616681,56.130672,0.602207
