row_id,full_name,balance,currency,updated_at
C00010,Grace Hopper,12920.04,USD,1775024160000
C00103,Tim Hamilton,25532.28,EUR,1775282340000
C00032,Vint Turing,15806.01,EUR,1775108460000
C00088,Tim Allen,30609.23,EUR,1775245620000
C00127,Edsger Turing,43628.83,SEK,1775347020000
C00155,Frances Hopper,42807.6,USD,1775416140000
C00100,John Perlman,23877.51,GBP,1775270340000
C00161,Vint Hamilton,29071.27,EUR,1775444400000
C00058,Radia Allen,9667.01,GBP,1775157600000
C00151,Barbara Lovelace,48458.91,GBP,1775404380000
C00172,Ada Allen,2577.39,GBP,1775470320000
C00074,John Berners-Lee,14704.87,GBP,1775195880000
C00061,Grace McCarthy,32109.12,USD,1775159100000
C00045,Edsger Turing,39207.73,USD,1775128740000
C00123,Vint Perlman,7905.38,EUR,1775336880000
C00112,Vint Lovelace,-1726.18,SEK,1775300280000
C00040,John Turing,3228.7,EUR,1775112480000
C00133,Margaret Berners-Lee,1760.49,USD,1775363700000
C00109,Vint Knuth,2485.06,GBP,1775291880000
C00205,Radia Hamilton,44807.95,EUR,1775551440000
C00192,Barbara Hopper,42654.92,USD,1775503500000
C00089,Ada Berners-Lee,48634.2,SEK,1775252760000
C00030,Alan Knuth,36208.39,SEK,1775101860000
C00182,Tim Dijkstra,17555.93,EUR,1775489700000
C00125,Alan Berners-Lee,30645.88,USD,1775341380000
C00126,Alan Perlman,33169.84,EUR,1775343180000
C00198,John Liskov,34070.92,EUR,1775533020000
C00053,Tim Liskov,28989.04,USD,1775156040000
C00063,Grace Knuth,36356.58,GBP,1775162760000
C00167,Donald Knuth,4005.64,USD,1775454600000
C00178,Margaret Berners-Lee,45852.56,USD,1775484180000
C00046,Ada Allen,44215.01,USD,1775131200000
C00070,Tim Perlman,43958.62,EUR,1775188140000
C00176,Tim McCarthy,25957.05,GBP,1775482500000
C00101,Grace Allen,15513.16,USD,1775271420000
C00140,Alan Cerf,22850.61,EUR,1775369820000
C00081,Alan Allen,37083.95,EUR,1775223540000
C00171,Grace Hopper,20714.16,USD,1775469000000
C00028,Grace Lovelace,39210.31,SEK,1775095260000
C00007,Grace Perlman,-1575.33,GBP,1775015880000
C00179,Vint Liskov,49762.9,EUR,1775484540000
C00117,Margaret Dijkstra,33367.69,USD,1775319060000
C00196,Ada McCarthy,24184.71,SEK,1775524380000
C00013,Edsger Perlman,49853.87,EUR,1775035980000
C00114,Donald Turing,22059.05,EUR,1775304120000
C00084,Grace Berners-Lee,6891.29,SEK,1775226900000
C00206,Grace Dijkstra,29634.96,EUR,1775552220000
C00149,Vint Allen,30027.09,USD,1775384880000
C00188,Donald Allen,28910.57,SEK,1775499540000
C00080,Grace McCarthy,20054.44,USD,1775214120000
C00113,Margaret Liskov,31245.79,EUR,1775300640000
C00120,Vint McCarthy,40238.79,USD,1775326800000
C00164,Margaret Dijkstra,11485.47,SEK,1775446860000
C00019,Alan Turing,31146.75,GBP,1775062560000
C00036,Barbara McCarthy,5180.22,EUR,1775110800000
C00048,Margaret Hamilton,34053.44,USD,1775142180000
C00078,Vint Perlman,42137.04,SEK,1775206680000
C00041,Grace Allen,44219.75,GBP,1775113380000
