row_id,full_name,balance,currency,updated_at
C00127,Donald Cerf,41573.35,GBP,1775357100000
C00199,Radia Liskov,28375.93,EUR,1775561160000
C00013,Ada Liskov,34527.01,USD,1775045580000
C00168,Alan Knuth,40106.88,GBP,1775471640000
C00186,Barbara Lovelace,1207.72,GBP,1775518740000
C00102,Donald Turing,27775.27,EUR,1775282580000
C00169,Frances Dijkstra,42100.74,USD,1775479020000
C00117,Tim Turing,19392.05,EUR,1775332200000
C00197,Grace Hopper,1441.21,GBP,1775551440000
C00050,Radia Dijkstra,47320.83,GBP,1775125920000
C00058,Radia Berners-Lee,14896.6,USD,1775160240000
C00086,Grace Knuth,44558.25,EUR,1775243880000
C00008,Tim Hopper,46015.35,SEK,1775022120000
C00128,Frances Dijkstra,862.41,EUR,1775360820000
C00024,Edsger Hopper,25831.44,GBP,1775068020000
C00162,John Dijkstra,8129.92,EUR,1775452680000
C00183,Barbara Hamilton,24199.82,USD,1775512500000
C00140,Vint Allen,11158.18,GBP,1775382300000
C00103,Edsger Cerf,43093.84,USD,1775283900000
C00153,Edsger Lovelace,31894.28,EUR,1775426940000
C00171,John Liskov,-1402.52,EUR,1775487840000
C00106,Donald Turing,22776.87,USD,1775289420000
C00147,Frances Allen,30758.94,SEK,1775412720000
C00015,John Liskov,41209.87,USD,1775048280000
C00037,Tim Perlman,31312.11,GBP,1775095620000
C00178,Tim Perlman,18541.04,SEK,1775495640000
C00072,Barbara Dijkstra,42656.06,EUR,1775194860000
C00078,Radia Allen,25516.74,EUR,1775215200000
C00193,John Liskov,43495.93,USD,1775537460000
C00094,Donald Hamilton,8189.89,USD,1775270520000
C00056,Tim Dijkstra,-1018.59,GBP,1775152200000
C00133,Frances Hamilton,44312.0,USD,1775366280000
C00084,John Dijkstra,3894.63,USD,1775241480000
C00077,Margaret Cerf,11958.93,SEK,1775209860000
C00122,Grace Perlman,47357.61,EUR,1775343480000
C00180,Vint Turing,40787.77,EUR,1775507820000
C00118,Barbara Lovelace,17741.92,GBP,1775336340000
C00038,Ada Hopper,7088.4,USD,1775097060000
C00190,Grace Knuth,48899.58,SEK,1775529780000
C00048,Frances Lovelace,40501.85,SEK,1775115780000
C00076,Vint Hopper,48518.83,GBP,1775209320000
C00093,Donald Liskov,6308.18,GBP,1775265480000
C00087,Ada Dijkstra,8206.37,EUR,1775245620000
C00083,Vint Turing,38443.84,USD,1775233680000
C00173,Frances McCarthy,15738.78,SEK,1775488200000
C00211,Frances Berners-Lee,8305.78,GBP,1775593980000
