row_id,name,balance_eur,updated_at
C00000,Alan Dijkstra,33345.47,1768456560000
C00001,Barbara Allen,407.05,1768458360000
C00002,Radia Dijkstra,2111.26,1768485180000
C00003,Ada Liskov,11258.78,1768507920000
C00004,Margaret Hopper,5625.89,1768521660000
C00005,Radia McCarthy,48515.34,1768539600000
C00006,Donald Hamilton,46048.47,1768548960000
C00007,Vint Hamilton,18227.27,1768576920000
C00008,Margaret Dijkstra,798.66,1768598400000
C00009,Alan Liskov,22306.73,1768610100000
C00010,Vint Cerf,36006.9,1768620900000
C00011,Ada Allen,12826.83,1768630440000
C00012,Tim Dijkstra,12842.92,1768665240000
C00013,Vint Berners-Lee,40772.96,1768672500000
C00014,Frances Lovelace,41749.52,1768680960000
C00015,John Turing,46339.75,1768697280000
C00016,Tim McCarthy,32285.65,1768701840000
C00017,Alan Liskov,29616.3,1768716420000
C00018,Margaret McCarthy,36479.83,1768733160000
C00019,Alan Perlman,21441.46,1768745760000
C00020,Vint Hopper,5802.75,1768780020000
C00021,Tim Berners-Lee,18761.71,1768817460000
C00022,John Dijkstra,23596.36,1768823400000
C00023,Radia Hamilton,25674.5,1768829340000
C00024,Ada Dijkstra,12420.38,1768862820000
C00025,John Berners-Lee,46134.81,1768866600000
C00026,Edsger McCarthy,26073.19,1768879800000
C00027,John Hopper,31574.79,1768898040000
C00028,Margaret Liskov,36083.3,1768903800000
C00029,John Knuth,1858.14,1768929480000
C00030,Tim Hopper,24832.14,1768930500000
C00031,Radia Turing,10418.6,1768939860000
C00032,Vint Berners-Lee,26839.86,1768955640000
C00033,John Perlman,21773.39,1768963980000
C00034,Edsger Cerf,32422.4,1768970100000
C00035,Ada Berners-Lee,7027.82,1769012040000
C00036,Tim Perlman,38344.83,1769016180000
C00037,Vint McCarthy,4606.24,1769023380000
C00038,Frances Turing,70.39,1769026260000
C00039,Ada Lovelace,26884.05,1769049480000
C00040,Grace Liskov,42808.65,1769070000000
C00041,Vint Berners-Lee,35759.15,1769072040000
C00042,Margaret Dijkstra,47319.5,1769088480000
C00043,Frances Berners-Lee,6659.29,1769095320000
C00044,Barbara McCarthy,38354.15,1769122260000
C00045,Vint Dijkstra,24673.3,1769125500000
C00046,John Berners-Lee,1235.06,1769131860000
C00047,Donald Allen,3554.95,1769138460000
C00048,Radia Liskov,18238.98,1769153640000
C00049,Alan Allen,31411.29,1769161980000
C00050,Barbara Turing,31236.55,1769166180000
C00051,John Perlman,14618.97,1769216700000
C00052,John Dijkstra,2202.23,1769219340000
C00053,Frances Hamilton,44678.48,1769240160000
C00054,Frances Perlman,38895.53,1769242140000
C00055,Radia McCarthy,30326.99,1769251740000
C00056,Grace Hopper,20287.33,1769259000000
C00057,Tim Berners-Lee,39114.0,1769262000000
C00058,Barbara Dijkstra,1115.56,1769271420000
C00059,Edsger Perlman,15923.76,1769274180000
C00060,Frances McCarthy,47078.25,1769328000000
C00061,Radia Liskov,37970.05,1769350320000
C00062,Barbara Dijkstra,49863.32,1769355240000
C00063,Vint Lovelace,18379.33,1769361840000
C00064,Grace Lovelace,42021.42,1769364420000
C00065,Ada Hopper,27703.05,1769372340000
C00066,Barbara Knuth,27419.07,1769373660000
C00067,Vint Turing,43657.21,1769394720000
C00068,Ada Knuth,24551.55,1769403240000
C00069,Tim Hopper,13966.34,1769405220000
