row_id,name,balance_eur,updated_at
C00000,Edsger Liskov,26208.87,1768436760000
C00001,Donald McCarthy,39724.03,1768457160000
C00002,Grace Hamilton,4031.25,1768493400000
C00003,Alan Turing,-1280.89,1768506420000
C00004,Radia Liskov,41773.34,1768506600000
C00005,John Knuth,49690.38,1768512720000
C00006,Alan Liskov,35385.03,1768534320000
C00007,Ada Berners-Lee,43951.63,1768536840000
C00008,Barbara Hamilton,22371.16,1768570920000
C00009,Barbara Hopper,18879.33,1768581360000
C00010,Radia Knuth,15861.13,1768595220000
C00011,Vint Knuth,32382.94,1768617780000
C00012,Vint Turing,12327.39,1768636860000
C00013,Barbara Cerf,49679.06,1768638240000
C00014,Grace Turing,22041.99,1768647360000
C00015,John Knuth,38249.43,1768653480000
C00016,Margaret Knuth,35037.42,1768656060000
C00017,Vint Berners-Lee,17701.55,1768658760000
C00018,Radia Lovelace,13375.72,1768669500000
C00019,Margaret Lovelace,24190.32,1768694040000
C00020,Radia Hopper,-1421.21,1768712220000
C00021,Donald Perlman,42699.44,1768715220000
C00022,Alan Turing,-1894.39,1768720860000
C00023,Frances Dijkstra,34787.41,1768761540000
C00024,John Knuth,32937.93,1768783440000
C00025,Tim Berners-Lee,23896.55,1768785120000
C00026,Radia Hopper,33762.12,1768795440000
C00027,Grace Perlman,6977.61,1768814520000
C00028,Barbara Lovelace,7502.98,1768816200000
C00029,Barbara Hopper,47316.13,1768824660000
C00030,Frances Allen,5234.64,1768827540000
C00031,Vint Dijkstra,28327.09,1768842300000
C00032,Radia Dijkstra,34499.7,1768854420000
C00033,Edsger Hamilton,27618.9,1768863300000
C00034,Margaret Perlman,3790.88,1768869420000
C00035,Edsger Liskov,29376.93,1768895040000
C00036,Vint Allen,44420.41,1768918740000
C00037,Frances Berners-Lee,48417.42,1768919160000
C00038,Grace Turing,40629.35,1768936620000
C00039,Ada Knuth,31749.02,1768974240000
C00040,Margaret Cerf,24734.8,1769022240000
C00041,Alan Perlman,19077.61,1769027340000
C00042,Edsger Turing,43696.42,1769038020000
C00043,Tim Allen,11137.39,1769038500000
C00044,Donald Hopper,33528.61,1769043120000
C00045,Margaret Cerf,29568.57,1769048700000
C00046,Vint Perlman,38344.31,1769049240000
C00047,Vint Cerf,6584.27,1769059080000
C00048,John Allen,35871.68,1769062920000
C00049,Edsger Knuth,33698.56,1769067720000
C00050,Radia Dijkstra,9581.23,1769124660000
C00051,Ada Turing,22084.93,1769143860000
C00052,Radia Knuth,40090.93,1769145060000
C00053,Alan Cerf,1798.41,1769158380000
C00054,Donald Perlman,11535.23,1769159760000
C00055,Alan Cerf,3782.53,1769178360000
C00056,Grace Perlman,13878.41,1769214240000
C00057,Ada Turing,29034.91,1769219340000
C00058,Margaret Berners-Lee,7830.16,1769230140000
C00059,Margaret Hamilton,20741.79,1769233200000
C00060,Vint Allen,14689.07,1769242500000
C00061,John Perlman,40662.89,1769247360000
C00062,Barbara Lovelace,-1482.22,1769267100000
C00063,Margaret Liskov,22075.25,1769273040000
C00064,Frances Perlman,3804.2,1769277960000
C00065,Margaret McCarthy,21194.2,1769290440000
C00066,Donald Allen,19799.4,1769300520000
C00067,Barbara Dijkstra,14006.3,1769319960000
C00068,John Cerf,15663.73,1769326500000
C00069,Margaret Dijkstra,10849.11,1769332560000
C00070,Alan Turing,40235.38,1769335980000
C00071,Radia Knuth,4295.95,1769336460000
C00072,Radia Lovelace,46093.59,1769337060000
C00073,Grace Turing,14036.78,1769343180000
C00074,Barbara Cerf,12748.34,1769345820000
C00075,Tim Liskov,45002.4,1769348580000
C00076,Margaret Dijkstra,14540.05,1769382420000
C00077,Margaret Hamilton,30188.23,1769398680000
C00078,Ada Knuth,13455.58,1769402940000
C00079,Frances Turing,35156.88,1769408460000
C00080,Radia McCarthy,36346.95,1769412780000
C00081,Vint Dijkstra,4394.44,1769415420000
C00082,Ada Dijkstra,10568.32,1769420340000
C00083,Barbara Lovelace,16207.36,1769426880000
C00084,Radia McCarthy,36770.23,1769451000000
C00085,Alan Allen,33802.2,1769456700000
C00086,Donald Lovelace,45535.99,1769459880000
