account_id,home_lat,home_lon,base_score
A0000,-6.280282,136.970903,0.934255
A0001,-57.736529,154.045091,0.319995
A0002,56.073412,147.781582,0.46828
A0003,48.985645,44.682479,0.551242
A0004,3.487977,151.771872,0.58879
A0005,4.353052,-165.800515,0.51754
A0006,15.309294,123.511679,0.940856
A0007,12.58832,-74.158297,0.508216
A0008,54.491875,53.315283,0.730617
A0009,-52.301706,84.757964,0.450323
A0010,-39.7223,-108.193891,0.351626
A0011,38.575108,61.636597,0.567392
A0012,-58.338393,168.96601,0.870208
A0013,-16.100062,-57.69503,0.45201
A0014,-24.725933,111.162667,0.526279
A0015,-55.373401,53.428571,0.883633
A0016,-52.221779,99.328149,0.607222
A0017,-55.074124,-8.75321,0.469704
A0018,52.167001,-1.453922,0.366375
A0019,-44.101957,-58.659294,0.362082
A0020,24.472713,-153.733873,0.448893
A0021,33.747736,124.1147,0.313959
A0022,10.218648,85.748227,0.849488
A0023,43.266083,42.357736,0.453031
A0024,-53.573829,-69.243346,0.570825
A0025,-59.109014,-139.866345,0.596542
A0026,22.523037,-1.544715,0.303875
A0027,-40.467467,69.462948,0.519662
A0028,-32.522091,138.918372,0.657526
A0029,23.944177,116.200352,0.448559
A0030,-43.476552,63.30448,0.565632
A0031,9.738237,63.513242,0.321154
A0032,-28.120246,-162.660438,0.708729
A0033,-3.333135,48.600218,0.804242
A0034,51.174689,-162.094649,0.340019
A0035,46.983063,39.14912,0.311401
A0036,-25.778475,-154.672418,0.678162
A0037,-57.126819,-42.244937,0.480105
A0038,-10.713078,59.951416,0.665968
A0039,-59.532207,-32.916051,0.538381
A0040,-14.096754,127.083607,0.346879
A0041,12.202654,-148.234526,0.803166
A0042,-17.919174,163.270011,0.687644
A0043,45.606214,-84.814218,0.639771
A0044,-59.771462,-3.622433,0.743788
A0045,28.290448,-27.185878,0.343905
A0046,52.259966,5.143276,0.38866
A0047,35.098575,-160.981147,0.428723
A0048,-23.895991,-166.347071,0.497852
A0049,-13.900539,-16.878754,0.404577
A0050,31.471955,-111.713023,0.806717
A0051,2.428783,99.523567,0.779305
A0052,-38.455293,137.19018,0.342231
A0053,48.046152,-126.158955,0.40231
A0054,50.550784,93.650152,0.431259
A0055,-39.36608,-47.955152,0.318003
A0056,-6.702245,-30.912522,0.861151
A0057,-35.847214,13.535104,0.687993
A0058,30.624,40.507582,0.683054
A0059,-13.083137,150.194056,0.676022
