row_id,name,balance_eur,updated_at
C00000,Frances Perlman,-575.46,1768440660000
C00001,Vint Allen,21922.2,1768454460000
C00002,Edsger Knuth,47987.76,1768468740000
C00003,Alan Hamilton,48830.94,1768477260000
C00004,Margaret Knuth,35315.6,1768486440000
C00005,Tim Perlman,35413.59,1768525560000
C00006,Tim Allen,35548.95,1768533120000
C00007,John Turing,7102.64,1768536360000
C00008,Donald Berners-Lee,45075.1,1768558620000
C00009,Grace Liskov,45717.62,1768563000000
C00010,Alan Allen,75.33,1768578780000
C00011,Tim Hamilton,49261.36,1768584300000
C00012,Ada Knuth,16984.57,1768599660000
C00013,Tim Knuth,32640.6,1768600320000
C00014,Ada Liskov,38626.11,1768603140000
C00015,Grace Cerf,19405.66,1768603980000
C00016,Donald Knuth,42963.94,1768606980000
C00017,Frances Cerf,13262.1,1768616280000
C00018,Radia McCarthy,12451.76,1768643340000
C00019,Alan Knuth,38659.95,1768645080000
C00020,Barbara Dijkstra,6805.8,1768669740000
C00021,Ada Berners-Lee,44417.14,1768676640000
C00022,Margaret Liskov,43538.03,1768692300000
C00023,Tim Dijkstra,11206.6,1768701600000
C00024,Donald Hamilton,5751.82,1768730820000
C00025,Grace Turing,1264.75,1768735200000
C00026,Donald Lovelace,34862.3,1768736220000
C00027,Tim Berners-Lee,4976.07,1768751340000
C00028,Edsger Knuth,39018.9,1768754520000
C00029,Margaret Turing,6307.35,1768764120000
C00030,Barbara McCarthy,16777.02,1768766100000
C00031,Ada McCarthy,37131.26,1768781520000
C00032,Donald McCarthy,-739.05,1768803120000
C00033,Ada Hopper,8702.31,1768859040000
C00034,Margaret Hamilton,39598.74,1768863900000
C00035,Frances Knuth,44764.36,1768871940000
C00036,Edsger Dijkstra,11812.16,1768886640000
C00037,Vint Hopper,-1956.32,1768923840000
C00038,Ada Lovelace,40061.85,1768957140000
C00039,Vint Knuth,40071.93,1768966500000
C00040,Tim Dijkstra,47765.81,1768966920000
C00041,Vint Cerf,30140.77,1768975560000
C00042,Alan Berners-Lee,24696.12,1769003880000
C00043,Edsger Dijkstra,29575.9,1769030580000
C00044,Tim Lovelace,30543.74,1769057520000
C00045,Barbara Turing,-1615.77,1769061900000
C00046,Alan Knuth,16302.92,1769063940000
C00047,Radia Dijkstra,40180.56,1769092020000
C00048,Donald Knuth,44487.75,1769101500000
C00049,Alan Perlman,34279.69,1769147580000
C00050,Radia Perlman,34258.44,1769210160000
C00051,John Allen,16530.37,1769211600000
C00052,Grace McCarthy,12926.16,1769216400000
C00053,Tim Lovelace,37978.33,1769221500000
C00054,Donald Lovelace,22667.69,1769234340000
C00055,Tim Cerf,10065.24,1769243400000
C00056,Edsger Perlman,38094.06,1769258700000
C00057,Margaret Perlman,10098.06,1769262000000
C00058,Tim Perlman,48560.73,1769265540000
C00059,Tim Berners-Lee,18961.98,1769268480000
C00060,Radia Liskov,25339.31,1769296140000
C00061,Frances Turing,4100.35,1769308740000
C00062,Frances Liskov,21399.5,1769334780000
C00063,Frances Allen,4682.22,1769344740000
C00064,Edsger Berners-Lee,35634.21,1769379720000
C00065,Grace Hopper,42850.28,1769386200000
C00066,Vint Berners-Lee,9420.72,1769394000000
C00067,Vint Berners-Lee,42577.42,1769403720000
C00068,Margaret Perlman,9856.24,1769410260000
C00069,Frances Knuth,35237.6,1769419020000
C00070,Vint Cerf,68.11,1769425980000
C00071,Donald Perlman,4787.72,1769440980000
C00072,Barbara Knuth,41078.56,1769466660000
C00073,Grace Knuth,19779.56,1769475420000
C00074,Margaret Dijkstra,35467.24,1769483820000
C00075,Barbara Allen,-1157.53,1769499720000
C00076,Alan Hopper,9184.12,1769506320000
