account_id,home_lat,home_lon,base_score
A0000,2.785222,-18.408738,0.495268
A0001,-5.902677,60.864278,0.857081
A0002,-57.526118,142.21771,0.428507
A0003,23.328374,-139.0809,0.744259
A0004,10.298025,-134.988959,0.564452
A0005,33.128224,115.359333,0.691051
A0006,28.205918,161.241653,0.33485
A0007,28.073167,140.917529,0.635698
A0008,-35.872174,-28.834472,0.647941
A0009,-39.216269,11.189377,0.819984
A0010,4.744934,-81.744689,0.326856
A0011,38.702258,-8.634397,0.924715
A0012,57.177883,108.421923,0.909266
A0013,56.189088,116.692901,0.531095
A0014,8.578768,-18.093164,0.792234
A0015,-33.812898,-35.103727,0.349422
A0016,-12.681438,76.668229,0.521613
A0017,-25.476305,2.12945,0.344801
A0018,-7.597133,-46.942388,0.429057
A0019,-17.52596,3.523744,0.722943
A0020,54.837229,-44.968223,0.523269
A0021,-37.327855,9.309362,0.919762
A0022,-44.126288,140.158169,0.430314
A0023,36.571227,-10.467063,0.545435
A0024,48.079022,-169.676123,0.319238
A0025,-25.269183,87.346045,0.620112
A0026,17.528259,149.805656,0.494906
A0027,28.337313,114.501557,0.813033
A0028,-19.812466,-52.685403,0.490554
A0029,-33.830279,-132.964738,0.531387
A0030,-4.763239,-137.307711,0.625511
A0031,-57.396589,20.429467,0.857905
A0032,53.018135,-26.090039,0.760687
A0033,2.466181,34.94179,0.771769
A0034,31.730237,159.416291,0.893536
A0035,-18.708515,154.48456,0.39632
A0036,27.194216,92.844713,0.315197
A0037,14.481369,3.367605,0.669723
A0038,11.184579,21.345854,0.678503
A0039,59.697969,37.287347,0.567137
A0040,-10.833771,169.379815,0.31783
A0041,23.565085,58.371061,0.858247
A0042,-34.392249,-97.826809,0.395102
A0043,-32.574585,145.030186,0.327532
A0044,-51.086842,168.883606,0.504255
A0045,-59.065669,-98.073435,0.861242
A0046,-49.995182,50.819148,0.352046
A0047,-21.920735,61.661259,0.560228
A0048,-40.737029,-131.733625,0.923637
A0049,-37.34309,99.625338,0.501166
A0050,13.57424,66.516352,0.464941
A0051,-5.660181,-133.799356,0.390107
A0052,-28.663437,-138.487451,0.832869
A0053,-50.955231,-25.076533,0.625307
A0054,-57.532764,-123.108899,0.352108
A0055,-34.852136,-130.329869,0.63745
A0056,17.247885,140.895826,0.688336
A0057,59.29185,-101.597576,0.347819
A0058,-5.919435,-158.733453,0.483423
A0059,-15.593825,-38.777088,0.402669
