transaction_id,cc_num,datetime,amount,merchant,category,lat,long
T000032746,482600000050,2025-12-07T20:39:00Z,11.46,m_231,restaurant,38.3331,-77.6358
T000032747,490400000207,2025-12-07T20:40:00Z,5.2,m_514,travel,38.0183,-120.7676
T000032748,488800000242,2025-12-07T20:40:00Z,4.14,m_232,travel,33.532,-100.3624
T000032750,433100000271,2025-12-07T20:45:00Z,12.37,m_067,cash_advance,41.4685,-78.0828
T000032751,408700000002,2025-12-07T20:45:00Z,27.92,m_451,electronics,37.2965,-94.7538
T000032752,473800000088,2025-12-07T20:47:00Z,18.97,m_446,entertainment,48.61,-98.9467
T000032753,427100000293,2025-12-07T21:04:00Z,37.08,m_199,entertainment,29.9053,-113.3124
T000032755,468600000099,2025-12-07T21:29:00Z,20.48,m_018,travel,36.5396,-74.1615
T000032756,409000000198,2025-12-07T21:51:00Z,11.27,m_388,clothing,47.8017,-80.8796
T000032757,425300000079,2025-12-07T21:57:00Z,9.19,m_043,health,35.5467,-75.4383
T000032758,444800000104,2025-12-07T22:07:00Z,16.98,m_597,grocery,41.407,-77.3705
T000032759,401300000033,2025-12-07T22:17:00Z,41.84,m_575,fuel,38.0646,-113.9303
T000032760,499500000281,2025-12-07T22:51:00Z,22.29,m_233,grocery,47.6285,-75.9818
T000032761,467400000299,2025-12-07T22:56:00Z,31.79,m_308,travel,26.5399,-109.1668
T000032762,447000000194,2025-12-07T23:27:00Z,9.7,m_761,entertainment,34.982,-81.6861
T000032763,494800000019,2025-12-07T23:29:00Z,13.16,m_359,restaurant,25.6442,-102.6111
T000032765,400100000173,2025-12-08T00:10:00Z,24.39,m_125,clothing,47.5139,-83.096
T000032767,459100000090,2025-12-08T00:57:00Z,26.47,m_252,entertainment,40.6565,-82.9276
T000032769,400900000156,2025-12-08T01:07:00Z,51.19,m_188,cash_advance,40.3018,-106.8756
T000032770,470100000147,2025-12-08T01:20:00Z,23.52,m_314,health,29.5138,-83.0061
T000032771,403400000178,2025-12-08T01:34:00Z,24.52,m_507,health,26.6514,-113.74
T000032772,424900000048,2025-12-08T01:45:00Z,109.95,m_170,electronics,33.5276,-115.7609
T000032773,490100000041,2025-12-08T02:13:00Z,18.22,m_771,electronics,34.8102,-90.8497
T000032774,444500000160,2025-12-08T02:18:00Z,36.79,m_101,fuel,28.2862,-81.7642
T000032775,416600000244,2025-12-08T02:23:00Z,32.2,m_599,clothing,39.4969,-73.6258
T000032776,424900000048,2025-12-08T02:25:00Z,15.81,m_031,travel,35.1993,-115.5344
T000032777,426900000083,2025-12-08T02:47:00Z,24.83,m_625,restaurant,47.0552,-82.9179
