account_id,home_lat,home_lon,base_score
A0000,54.308445,-43.882113,0.532721
A0001,8.539172,-65.843775,0.671424
A0002,38.391592,125.908,0.774169
A0003,-26.758938,128.098012,0.40672
A0004,18.579101,-29.955908,0.381959
A0005,59.518741,78.932275,0.852205
A0006,11.474278,126.032624,0.944441
A0007,-39.270725,-44.093589,0.528887
A0008,35.046109,32.791252,0.505534
A0009,-36.14598,-106.978579,0.508044
A0010,-53.821786,11.774793,0.438599
A0011,35.116405,99.938996,0.324082
A0012,50.066395,156.565222,0.431813
A0013,-7.944883,-22.605878,0.795897
A0014,-8.778887,89.030151,0.593314
A0015,-57.175977,131.360364,0.753083
A0016,-17.520929,-133.970737,0.368156
A0017,15.331792,97.045469,0.713934
A0018,-25.516372,-8.287013,0.365198
A0019,-41.588099,-103.970628,0.918941
A0020,-28.611427,-145.722246,0.697856
A0021,4.071484,152.270648,0.422549
A0022,-32.641442,59.046947,0.794228
A0023,-35.056837,127.130402,0.454158
A0024,59.311266,-85.532869,0.376297
A0025,21.644987,147.959576,0.522167
A0026,20.598588,-58.448029,0.348938
A0027,4.555917,-0.98632,0.751637
A0028,46.848748,-111.870938,0.753516
A0029,-48.932346,-84.527579,0.427951
A0030,-54.420654,96.964549,0.867779
A0031,2.797384,153.310962,0.737908
A0032,-13.356159,-138.211728,0.303506
A0033,25.778347,-129.266025,0.815133
A0034,-34.177508,167.17791,0.789994
A0035,-33.543378,132.958845,0.36686
A0036,-0.100083,-84.53102,0.688091
A0037,-47.617172,-132.325429,0.916324
A0038,4.140781,52.784641,0.782331
A0039,-33.638928,-96.607903,0.499083
A0040,56.315042,-169.354272,0.655917
A0041,-5.60571,-67.26626,0.656231
A0042,26.078972,-145.55986,0.516712
A0043,28.908914,-110.871763,0.653807
A0044,-52.467636,150.830871,0.514319
A0045,-1.076241,-4.306742,0.577059
A0046,52.003654,-124.80933,0.361142
A0047,40.953904,165.766096,0.564187
A0048,19.712665,166.609027,0.84643
A0049,-26.030463,101.074497,0.666686
A0050,-24.171454,-80.993459,0.365168
A0051,8.077491,-84.463116,0.321657
A0052,-18.754937,-126.445456,0.53012
A0053,46.814333,115.107996,0.587292
A0054,-14.290156,29.083887,0.508181
A0055,35.504318,-6.572857,0.461371
A0056,-58.591613,-149.018209,0.616901
A0057,-2.951587,105.375162,0.687145
A0058,25.037208,-85.967144,0.818093
A0059,-7.999277,-162.959483,0.723967
