account_id,home_lat,home_lon,base_score
A0000,9.355248,-106.255132,0.906906
A0001,22.137735,62.876089,0.79909
A0002,-55.115134,-78.903473,0.376994
A0003,5.409687,90.20525,0.336598
A0004,-30.523636,-107.112821,0.300509
A0005,-43.322118,99.469173,0.373014
A0006,-7.465219,47.400697,0.742167
A0007,13.774157,-166.236474,0.678897
A0008,-57.105683,-128.180531,0.763805
A0009,-11.187783,-44.628111,0.792784
A0010,24.421126,-5.01923,0.869665
A0011,-41.217149,37.892517,0.407061
A0012,-13.660116,132.156254,0.528387
A0013,-49.71171,38.674936,0.659698
A0014,43.573013,-37.973548,0.812054
A0015,-30.961315,123.136566,0.910944
A0016,44.004049,-109.346148,0.376554
A0017,-41.119961,116.28974,0.870593
A0018,-24.667759,-128.791066,0.939405
A0019,32.735555,-165.114098,0.313074
A0020,31.992175,124.997965,0.40357
A0021,2.538221,-11.364354,0.3065
A0022,15.222282,-76.094643,0.391501
A0023,-7.572472,-148.95387,0.48842
A0024,-24.500723,71.795148,0.395227
A0025,-5.59193,106.372016,0.758848
A0026,-8.783082,-7.425625,0.650844
A0027,-32.78747,9.243239,0.58899
A0028,56.09846,-40.581604,0.306846
A0029,-51.107471,91.970842,0.366083
A0030,42.846316,-130.931672,0.616375
A0031,20.69372,76.453501,0.896382
A0032,-33.059547,136.39982,0.87259
A0033,-38.114749,-58.319771,0.759737
A0034,-36.887822,162.651592,0.751153
A0035,2.817854,42.321646,0.521389
A0036,-16.492538,-39.760839,0.777839
A0037,-2.270115,-150.144343,0.856061
A0038,42.991613,147.564209,0.877927
A0039,-0.352846,-100.342898,0.350755
A0040,57.916875,-133.241115,0.66319
A0041,-25.200693,-156.47188,0.595122
A0042,33.276026,-167.712462,0.891651
A0043,-5.01842,31.821696,0.417682
A0044,39.307674,-36.45139,0.893259
A0045,10.685768,-11.904209,0.606255
A0046,-47.320446,-37.278844,0.340505
A0047,-56.440139,29.844662,0.309882
A0048,-10.128966,65.276931,0.415065
A0049,-7.681494,54.746146,0.841812
A0050,-20.234268,-52.780269,0.689244
A0051,46.467315,-70.584187,0.389454
A0052,-30.294913,129.069307,0.644336
A0053,-9.622657,-7.339976,0.917055
A0054,24.902092,110.505234,0.763543
A0055,33.065517,124.595288,0.439104
A0056,-23.544047,154.906351,0.937192
A0057,-34.465555,40.37448,0.626904
A0058,-21.794946,81.611013,0.506352
A0059,-53.569289,-92.533115,0.349186
