account_id,home_lat,home_lon,base_score
A0000,-49.672414,-135.285273,0.789299
A0001,33.628608,-69.610776,0.353823
A0002,-44.324241,-118.832486,0.820874
A0003,40.736518,12.92836,0.540038
A0004,1.221022,-28.918661,0.814632
A0005,49.287972,66.609979,0.514337
A0006,-48.167433,-102.601442,0.85057
A0007,4.947644,169.573754,0.849813
A0008,18.733164,92.569755,0.885194
A0009,27.325083,132.275447,0.67683
A0010,-23.280616,-8.891978,0.840269
A0011,-32.643718,30.225639,0.85205
A0012,10.507378,31.931088,0.604623
A0013,-59.543742,-142.081614,0.617603
A0014,-2.413654,46.739986,0.486099
A0015,-0.313436,-118.102677,0.491351
A0016,-34.737124,151.786875,0.6272
A0017,-16.658914,-7.56581,0.501365
A0018,25.9585,117.776417,0.871108
A0019,-45.703499,-22.157898,0.839726
A0020,17.251216,117.343985,0.589515
A0021,-33.972268,37.259478,0.489111
A0022,-10.719329,-17.204986,0.688857
A0023,-38.224722,-30.94162,0.634522
A0024,1.52236,-55.280555,0.923783
A0025,52.716183,40.749849,0.55173
A0026,15.183517,-153.439233,0.468575
A0027,48.376744,28.355986,0.576757
A0028,-41.10412,64.918273,0.399332
A0029,-50.984667,-153.582728,0.413372
A0030,26.744447,-2.21139,0.820279
A0031,-23.092535,-96.716894,0.507475
A0032,7.341856,-90.683664,0.766237
A0033,-40.996808,159.010854,0.318708
A0034,-6.123393,-102.923213,0.81186
A0035,44.435737,-164.102757,0.314452
A0036,-34.50274,-12.44584,0.585054
A0037,17.232391,-33.631118,0.481546
A0038,-11.913212,160.815468,0.760381
A0039,-22.488948,105.329369,0.799385
A0040,-22.150799,-152.819461,0.444459
A0041,55.803392,-74.413334,0.943477
A0042,31.543185,76.398691,0.567691
A0043,42.863155,-142.735182,0.519208
A0044,-52.010919,-96.549764,0.673952
A0045,48.541348,28.808367,0.569716
A0046,-23.287479,-46.543893,0.687805
A0047,23.63446,-67.648414,0.511543
A0048,-0.350159,49.26732,0.664991
A0049,59.655442,-134.768352,0.818
A0050,-38.332155,-104.625639,0.359918
A0051,59.724704,53.290133,0.51831
A0052,-48.034103,43.284075,0.787338
A0053,-58.96241,-20.695768,0.652472
A0054,58.714727,94.090712,0.841434
A0055,55.484185,-124.541768,0.598637
A0056,-55.858836,89.478456,0.816125
A0057,-59.852273,-10.339854,0.503548
A0058,55.890476,105.149389,0.757729
A0059,-47.211235,52.466848,0.863839
