row_id,full_name,balance,currency,updated_at
C00166,Barbara Liskov,31183.36,GBP,1775418180000
C00139,Ada Hopper,15392.22,GBP,1775344560000
C00195,Radia Berners-Lee,4093.78,EUR,1775514720000
C00092,Margaret McCarthy,40963.07,SEK,1775217180000
C00028,Margaret Liskov,1655.04,USD,1775051460000
C00088,Barbara Liskov,46546.62,SEK,1775185980000
C00177,Margaret Turing,43257.26,EUR,1775461500000
C00095,Ada Hopper,39265.57,USD,1775233980000
C00208,Donald McCarthy,25258.12,EUR,1775554260000
C00029,Tim Hopper,39327.57,EUR,1775057460000
C00015,Tim Cerf,8618.77,USD,1775035260000
C00069,Tim Dijkstra,21968.12,GBP,1775150220000
C00102,John Turing,17192.67,USD,1775245080000
C00180,Alan Knuth,10223.87,SEK,1775475360000
C00173,Alan Dijkstra,31943.91,GBP,1775430240000
C00030,Donald Berners-Lee,14724.9,GBP,1775058120000
C00176,John Lovelace,40263.73,SEK,1775460480000
C00087,Margaret Berners-Lee,46466.56,USD,1775185800000
C00201,Frances Cerf,45629.98,EUR,1775529540000
C00059,Tim Knuth,7071.09,EUR,1775130420000
C00157,Vint Berners-Lee,31803.32,SEK,1775389620000
C00191,John Liskov,44212.36,EUR,1775500800000
C00213,Barbara Dijkstra,19021.88,SEK,1775583120000
C00104,Margaret Berners-Lee,48664.18,GBP,1775251500000
C00047,Barbara Knuth,34773.94,SEK,1775088960000
C00198,Grace Lovelace,23177.5,USD,1775523480000
C00027,Ada Perlman,21050.56,USD,1775048820000
C00037,Donald Cerf,4817.94,SEK,1775076720000
C00124,Frances Liskov,3063.76,USD,1775300400000
C00153,John Hopper,5534.28,EUR,1775384940000
C00209,Barbara McCarthy,49497.07,SEK,1775561160000
C00094,Tim Allen,24974.3,EUR,1775230440000
C00163,Ada McCarthy,27395.38,SEK,1775416320000
C00125,Frances Hamilton,37485.54,USD,1775304840000
C00169,Barbara Knuth,2461.53,EUR,1775419080000
C00080,Frances Lovelace,-1090.39,SEK,1775177160000
C00049,Grace Cerf,39220.92,SEK,1775105340000
C00071,Radia Hopper,47672.98,USD,1775152080000
C00203,Frances Dijkstra,23485.98,USD,1775533680000
C00084,Grace Cerf,38752.65,USD,1775180160000
C00110,Donald Hopper,49819.71,SEK,1775263920000
C00126,Radia Cerf,13949.56,EUR,1775306460000
C00078,Edsger Perlman,41070.52,GBP,1775169060000
C00171,Radia Cerf,5558.38,USD,1775424960000
C00009,Frances Lovelace,1003.48,GBP,1775023260000
C00150,Grace Perlman,31294.23,GBP,1775376180000
C00181,Alan Turing,368.3,SEK,1775478600000
C00185,John Liskov,28097.66,GBP,1775489220000
C00046,Grace Liskov,18159.93,EUR,1775084040000
C00207,Donald Liskov,28776.27,EUR,1775551080000
C00158,Grace Liskov,32296.62,GBP,1775389620000
C00091,Margaret Berners-Lee,48793.4,EUR,1775208480000
C00193,Frances Dijkstra,13423.49,USD,1775503680000
C00206,Edsger Berners-Lee,29561.43,EUR,1775548740000
C00065,Frances Berners-Lee,34050.37,EUR,1775138520000
C00132,Tim Cerf,19271.45,EUR,1775321880000
C00131,Edsger Allen,12532.38,GBP,1775320620000
C00197,Frances Turing,5239.92,SEK,1775522880000
C00196,Tim Cerf,15385.02,GBP,1775519160000
C00054,Grace Perlman,41309.3,USD,1775116260000
C00204,Edsger Allen,30890.68,SEK,1775535840000
C00134,Edsger Hamilton,17985.96,EUR,1775325000000
C00117,John Cerf,38477.79,GBP,1775282580000
C00200,Edsger McCarthy,3849.03,EUR,1775525940000
C00070,Ada Liskov,1110.69,EUR,1775150820000
C00011,Donald Knuth,36600.98,GBP,1775029260000
C00068,Tim Perlman,22919.23,GBP,1775149800000
C00024,Radia Cerf,31651.8,EUR,1775043060000
C00210,Alan Liskov,48846.96,GBP,1775568540000
C00151,Frances McCarthy,41394.65,EUR,1775383320000
C00079,Frances McCarthy,35275.68,GBP,1775170860000
C00112,Alan Lovelace,27922.56,GBP,1775269980000
C00089,John Lovelace,36513.39,SEK,1775188620000
C00154,Donald Cerf,48373.34,GBP,1775386320000
C00182,Frances Perlman,49075.71,GBP,1775482560000
C00211,Donald Hamilton,30919.62,USD,1775572260000
C00062,Radia Cerf,32903.43,GBP,1775135220000
C00156,Edsger Berners-Lee,218.97,SEK,1775388300000
C00067,Edsger Hopper,39001.64,USD,1775146080000
C00140,Barbara Perlman,22591.25,SEK,1775346720000
C00128,Barbara Lovelace,45179.99,EUR,1775314980000
C00035,Radia Hamilton,43636.42,GBP,1775069940000
C00138,Vint Allen,38649.65,EUR,1775337180000
C00170,Ada Knuth,32667.47,EUR,1775419920000
C00190,Alan Cerf,12443.11,SEK,1775499900000
C00103,Alan Turing,2443.31,USD,1775251200000
C00165,Margaret Allen,30664.81,USD,1775417340000
C00003,Radia Allen,7673.56,USD,1775011920000
C00202,Donald Perlman,8770.98,USD,1775532720000
C00115,Edsger McCarthy,16532.13,USD,1775282280000
C00106,Donald Liskov,25014.53,GBP,1775257320000
C00057,Vint Cerf,24503.43,SEK,1775120580000
C00111,Frances Dijkstra,28438.95,EUR,1775269200000
C00074,Frances Hopper,15433.28,USD,1775157000000
C00130,Edsger Perlman,46677.52,SEK,1775318700000
C00122,Radia Lovelace,43997.45,SEK,1775298960000
C00137,Margaret Hamilton,29632.83,EUR,1775330340000
C00188,Alan McCarthy,7704.97,SEK,1775492880000
C00114,Tim Dijkstra,33713.25,EUR,1775281620000
C00144,Margaret Cerf,6530.64,SEK,1775367480000
C00179,Edsger Liskov,30349.94,GBP,1775469060000
C00058,Radia Allen,47079.06,EUR,1775130360000
C00083,Margaret Cerf,909.63,GBP,1775179320000
C00174,Radia McCarthy,43035.16,EUR,1775433840000
C00199,Radia Turing,19943.54,GBP,1775524140000
C00052,Vint Perlman,1995.59,GBP,1775106600000
C00081,Vint Liskov,5708.6,GBP,1775178900000
C00012,Grace McCarthy,38890.33,USD,1775030100000
C00107,Donald Hopper,33104.93,SEK,1775258520000
C00194,Margaret Hopper,45787.72,USD,1775511060000
C00187,Radia Allen,13835.62,SEK,1775490540000
C00060,Vint Liskov,48836.89,USD,1775132580000
C00164,Barbara Hopper,19343.28,EUR,1775417040000
C00085,Margaret Knuth,2597.95,SEK,1775180220000
C00118,Frances Hamilton,-1215.58,SEK,1775282640000
C00005,Barbara McCarthy,7152.23,GBP,1775018040000
C00048,Tim Liskov,2608.05,USD,1775100780000
C00120,John Dijkstra,5832.44,EUR,1775287320000
C00022,Margaret Hamilton,38736.44,EUR,1775038800000
C00135,Vint Allen,756.46,EUR,1775330220000
C00159,Tim Perlman,45402.62,SEK,1775396940000
C00077,Frances Liskov,33707.98,SEK,1775167020000
C00205,Grace Cerf,24025.17,SEK,1775547120000
C00020,Grace Perlman,22478.59,EUR,1775037240000
C00007,Edsger Liskov,19704.67,USD,1775020200000
C00000,Edsger Hamilton,25886.14,EUR,1775005620000
C00192,Grace Liskov,19216.83,EUR,1775502300000
C00002,Barbara Hamilton,35531.9,USD,1775010840000
C00141,Alan Allen,49688.27,SEK,1775348520000
C00121,Radia Hopper,11298.21,EUR,1775292960000
C00093,Grace McCarthy,27856.52,EUR,1775227320000
C00090,Grace Turing,22854.72,EUR,1775189400000
C00038,Ada Cerf,42986.91,EUR,1775077440000
C00001,Donald McCarthy,41296.17,USD,1775010240000
C00149,Edsger Berners-Lee,47490.8,SEK,1775371740000
C00129,Vint McCarthy,37660.88,SEK,1775317020000
C00019,Margaret Turing,46036.39,USD,1775036940000
C00023,Tim Allen,46492.83,USD,1775039760000
C00142,Alan Turing,36432.02,EUR,1775356620000
C00183,Radia Hopper,14722.14,EUR,1775485440000
C00076,Grace Hamilton,11789.44,SEK,1775158740000
C00161,Grace Cerf,8666.61,EUR,1775402400000
C00034,Margaret Cerf,7731.02,SEK,1775066820000
C00146,Ada Lovelace,19789.32,SEK,1775367720000
C00101,Tim Liskov,37970.47,GBP,1775243580000
C00033,Frances Cerf,12934.09,SEK,1775066040000
C00119,Vint Lovelace,15090.03,GBP,1775285820000
C00051,Donald Hopper,-1015.29,USD,1775106300000
C00006,Alan Liskov,2806.75,SEK,1775019660000
C00186,Alan Cerf,14218.28,SEK,1775489760000
C00055,Margaret Hopper,18480.93,USD,1775117280000
C00108,Edsger Perlman,33289.12,SEK,1775261460000
C00045,Radia Perlman,20123.94,EUR,1775083920000
C00064,Alan Liskov,30218.13,USD,1775135580000
C00031,Tim Hopper,20380.72,SEK,1775061120000
C00014,Ada Hopper,24621.34,USD,1775033280000
C00096,Vint Knuth,1511.62,EUR,1775234760000
C00143,Alan Liskov,3898.01,EUR,1775364660000
C00113,John Hamilton,20643.07,USD,1775279640000
C00056,Donald Cerf,34549.82,USD,1775118780000
C00212,Edsger McCarthy,22614.86,EUR,1775581800000
C00162,Grace Allen,6583.23,SEK,1775413320000
C00017,Frances Hopper,47722.3,USD,1775036760000
C00175,Radia McCarthy,24603.71,GBP,1775437500000
C00044,John Knuth,23837.46,GBP,1775083320000
C00189,Donald Liskov,1511.48,SEK,1775497500000
C00098,Vint McCarthy,48941.67,EUR,1775236800000
C00053,Alan Berners-Lee,22993.61,EUR,1775109180000
C00133,Barbara Turing,-492.77,GBP,1775323320000
C00178,Donald Berners-Lee,43685.39,USD,1775462160000
C00008,Ada Perlman,5008.03,GBP,1775021760000
C00147,Radia Liskov,21726.29,EUR,1775367720000
C00184,Barbara Allen,26000.63,GBP,1775488560000
C00040,Grace Perlman,34445.36,GBP,1775077560000
C00105,Grace Berners-Lee,20843.88,GBP,1775255700000
C00127,Margaret Berners-Lee,6574.34,EUR,1775308740000
