row_id,full_name,balance,currency,updated_at
C00202,Donald Berners-Lee,27641.86,SEK,1775572080000
C00141,Barbara Dijkstra,34902.01,EUR,1775404560000
C00063,Grace Lovelace,37393.67,SEK,1775191560000
C00106,John Berners-Lee,46622.81,USD,1775302200000
C00118,Radia Dijkstra,-337.6,USD,1775331000000
C00068,Alan Perlman,691.86,EUR,1775207460000
C00027,Vint Perlman,38652.8,SEK,1775066040000
C00185,Barbara Allen,12521.08,SEK,1775519820000
C00113,Grace Knuth,21119.25,GBP,1775309580000
C00085,Barbara Berners-Lee,11574.35,GBP,1775252640000
C00140,Margaret Knuth,20585.86,EUR,1775402820000
C00204,Vint Hamilton,20051.45,SEK,1775574060000
C00008,Tim McCarthy,20098.06,GBP,1775024400000
C00164,John Liskov,-160.49,GBP,1775464200000
C00157,Vint Perlman,46097.01,SEK,1775444940000
C00073,Grace Knuth,26657.55,GBP,1775218380000
C00124,Grace Knuth,34067.97,EUR,1775357520000
C00194,Ada Lovelace,37389.16,GBP,1775544420000
C00072,Radia Perlman,2076.63,SEK,1775215140000
C00173,Tim Knuth,49754.79,EUR,1775482020000
C00028,Barbara Berners-Lee,44005.57,SEK,1775068080000
C00098,Grace Knuth,18246.31,GBP,1775289720000
C00210,Edsger Hamilton,11433.0,GBP,1775595660000
C00139,John Cerf,30852.24,SEK,1775400960000
C00059,Alan Dijkstra,49935.81,USD,1775181600000
C00119,Ada Cerf,45357.94,USD,1775333400000
C00086,Tim Perlman,33081.03,EUR,1775253900000
C00001,Ada Knuth,9198.27,SEK,1775004060000
C00023,Margaret Hopper,27730.32,EUR,1775060940000
C00057,Radia Cerf,19507.52,GBP,1775170980000
C00005,Margaret Lovelace,31039.51,SEK,1775019900000
C00021,Edsger Berners-Lee,5732.44,USD,1775060340000
C00065,Radia Lovelace,3151.91,USD,1775201100000
C00184,Barbara McCarthy,21811.55,USD,1775509440000
C00147,John Lovelace,13350.91,EUR,1775424780000
C00175,Alan Knuth,6550.09,SEK,1775482140000
C00007,Grace Berners-Lee,1631.38,EUR,1775020860000
C00045,Ada Hopper,19748.23,SEK,1775123820000
