account_id,home_lat,home_lon,base_score
A0000,27.839534,-82.563087,0.616178
A0001,-4.658291,27.050304,0.337937
A0002,26.460974,-146.972782,0.838072
A0003,22.157177,154.058523,0.41161
A0004,22.730566,-7.277894,0.424524
A0005,2.623083,-29.824352,0.457074
A0006,-4.023777,-101.42243,0.90184
A0007,-30.046825,103.385489,0.878136
A0008,26.61819,89.885574,0.84776
A0009,-14.009202,-8.167904,0.75236
A0010,-54.429646,-75.179192,0.612535
A0011,-33.366866,-19.379143,0.901065
A0012,22.071915,112.917109,0.399111
A0013,-41.000715,-68.895729,0.700856
A0014,34.28502,-21.572613,0.378691
A0015,3.635062,-52.754642,0.873127
A0016,35.650753,-116.186382,0.769412
A0017,-32.977392,-151.364128,0.469158
A0018,-32.336723,116.504193,0.658252
A0019,37.212289,-107.752867,0.920666
A0020,43.673255,78.120504,0.617414
A0021,1.506311,-1.844667,0.946205
A0022,-29.41399,115.094608,0.51364
A0023,15.274289,108.980628,0.584122
A0024,-8.305394,28.904998,0.531887
A0025,-43.782986,92.320759,0.73055
A0026,-5.829461,-17.924835,0.619063
A0027,-3.286162,164.761545,0.575939
A0028,-3.821984,-30.81601,0.437646
A0029,18.429454,-70.053373,0.835078
A0030,47.405333,162.167461,0.634403
A0031,56.22524,148.141877,0.805497
A0032,-54.306205,86.039977,0.799869
A0033,-22.425191,-6.537845,0.932175
A0034,-0.095891,-119.300256,0.649339
A0035,-12.622097,-114.231779,0.395049
A0036,54.625843,120.230803,0.52464
A0037,-20.170684,-122.035589,0.510889
A0038,5.077737,33.345084,0.46649
A0039,-54.179579,-54.679201,0.30696
A0040,48.592736,-110.247233,0.468784
A0041,51.319215,-24.789095,0.573123
A0042,10.881667,-143.060095,0.678271
A0043,-34.086111,154.215336,0.558018
A0044,16.58658,57.911449,0.347759
A0045,46.515214,74.603046,0.922079
A0046,-19.010979,21.081424,0.737887
A0047,1.216377,-63.287258,0.453223
A0048,-43.474492,89.972148,0.414737
A0049,-49.554194,-135.488006,0.822606
A0050,37.203111,-137.451997,0.843399
A0051,4.30821,-34.494643,0.805566
A0052,-47.782356,-5.849582,0.414024
A0053,-54.863526,-83.184018,0.48769
A0054,-51.819503,-27.586744,0.881399
A0055,25.187614,-74.251804,0.482891
A0056,-3.223518,155.964798,0.325102
A0057,-59.083156,-143.003725,0.641516
A0058,22.479187,-91.872282,0.767328
A0059,26.085272,48.348609,0.30542
