account_id,home_lat,home_lon,base_score
A0000,33.077924,-168.916548,0.622598
A0001,-59.287424,-116.190293,0.911899
A0002,58.297511,-2.961264,0.76105
A0003,4.87367,117.894127,0.753206
A0004,38.672802,-54.948098,0.434582
A0005,-36.125297,113.841938,0.464977
A0006,-27.555715,82.830122,0.386508
A0007,-23.394246,81.966274,0.337897
A0008,4.764021,-7.302428,0.482618
A0009,-40.654029,-78.219221,0.507019
A0010,34.096273,-139.39329,0.87486
A0011,-11.215604,147.877355,0.935325
A0012,57.744086,-149.63728,0.342185
A0013,31.504246,-5.725227,0.604956
A0014,-41.540866,-134.013757,0.467144
A0015,51.718857,-105.630408,0.326504
A0016,35.974004,86.880392,0.614015
A0017,8.183505,118.852726,0.331251
A0018,19.963793,100.425038,0.640303
A0019,50.507351,120.423067,0.604973
A0020,-50.420858,12.038804,0.551913
A0021,-59.067043,-51.399228,0.599307
A0022,-59.06611,31.092094,0.736789
A0023,51.428054,-111.960732,0.593009
A0024,-37.734839,71.325407,0.4984
A0025,-53.623618,31.874231,0.926349
A0026,49.120586,-103.222533,0.591559
A0027,-28.161738,68.463819,0.928411
A0028,-17.40893,-123.70902,0.942332
A0029,-37.88556,143.429785,0.918968
A0030,1.998899,158.394407,0.566609
A0031,50.675735,83.863436,0.625842
A0032,-24.075823,-52.135917,0.39596
A0033,38.288857,21.421139,0.467929
A0034,-0.015683,-164.502466,0.363246
A0035,57.95408,-8.08829,0.582131
A0036,-48.008635,144.738182,0.655617
A0037,54.145667,-140.761463,0.931513
A0038,50.62192,-104.627206,0.735384
A0039,44.017203,-85.96849,0.809689
A0040,14.63624,-149.07005,0.532745
A0041,46.381698,-75.694402,0.810062
A0042,52.304347,147.395701,0.730373
A0043,-46.385512,93.070358,0.357393
A0044,14.600032,-112.116383,0.949519
A0045,-6.956408,-149.544481,0.396538
A0046,47.819403,-162.688042,0.799413
A0047,56.428684,75.078366,0.83996
A0048,-39.810558,-116.670962,0.941142
A0049,-46.081541,-37.066064,0.40529
A0050,-24.791658,71.783649,0.555071
A0051,7.273107,-167.783781,0.792182
A0052,4.027952,54.395838,0.380731
A0053,-55.170619,168.210618,0.743934
A0054,24.224523,77.415519,0.440541
A0055,-35.498887,-33.871568,0.425997
A0056,16.715748,-81.407475,0.760417
A0057,17.173499,7.421023,0.868816
A0058,50.423147,-74.740232,0.919061
A0059,-33.751555,121.162063,0.739666
