row_id,name,balance_eur,updated_at
C00000,John Hamilton,25757.87,1768458000000
C00001,Radia Dijkstra,18047.64,1768474500000
C00002,Vint Cerf,30616.65,1768495380000
C00003,Edsger Liskov,6785.14,1768506900000
C00004,Radia Hopper,12825.57,1768519500000
C00005,Vint Perlman,-1599.91,1768522260000
C00006,Margaret Hamilton,40496.9,1768555800000
C00007,Edsger Turing,34646.57,1768560240000
C00008,Donald Turing,23403.88,1768566600000
C00009,Margaret Cerf,7105.57,1768568340000
C00010,Vint Berners-Lee,13521.13,1768589340000
C00011,Donald Hamilton,16604.8,1768590420000
C00012,Donald Liskov,22304.27,1768601100000
C00013,Radia Hopper,42543.83,1768603320000
C00014,Barbara McCarthy,843.47,1768610640000
C00015,John Allen,10694.82,1768614780000
C00016,Grace Hamilton,12820.24,1768618140000
C00017,Tim Perlman,10621.38,1768626960000
C00018,Edsger Allen,3278.51,1768630980000
C00019,Tim McCarthy,5716.24,1768646100000
C00020,Frances McCarthy,35511.98,1768682100000
C00021,Radia Knuth,46837.0,1768707060000
C00022,John Hopper,41636.05,1768712640000
C00023,Ada Hamilton,3680.45,1768725000000
C00024,Grace Cerf,36728.38,1768732920000
C00025,Alan Hopper,7543.9,1768773120000
C00026,Vint Berners-Lee,23038.51,1768789440000
C00027,Radia Lovelace,45551.55,1768796940000
C00028,Edsger Hamilton,16486.93,1768797300000
C00029,Alan Cerf,4633.83,1768812900000
C00030,Radia Liskov,22043.84,1768815540000
C00031,Vint Knuth,7716.58,1768826460000
C00032,Grace Allen,10047.12,1768847760000
C00033,Ada McCarthy,1365.04,1768849620000
C00034,Frances Cerf,8533.5,1768875960000
C00035,Frances Hamilton,28718.26,1768931580000
C00036,Margaret Hamilton,9211.16,1768943880000
C00037,Edsger Knuth,-1149.34,1768948200000
C00038,Donald Lovelace,43861.95,1768963740000
C00039,Margaret McCarthy,18937.42,1768968300000
C00040,Vint Liskov,10891.44,1769023380000
C00041,Barbara Dijkstra,41731.56,1769024220000
C00042,Alan Berners-Lee,16753.8,1769027100000
C00043,Edsger Dijkstra,36132.11,1769069460000
C00044,Margaret Knuth,12085.23,1769083260000
C00045,Edsger Dijkstra,15826.36,1769089980000
C00046,Radia Cerf,33722.76,1769092440000
C00047,Ada Cerf,47777.84,1769109540000
C00048,Radia McCarthy,34780.67,1769132340000
C00049,Donald Liskov,23402.64,1769168400000
C00050,Donald McCarthy,9397.69,1769180340000
C00051,Ada Perlman,38805.74,1769187000000
C00052,Edsger Dijkstra,37562.56,1769196420000
C00053,Margaret Turing,35620.99,1769211300000
C00054,John Berners-Lee,18388.08,1769245620000
C00055,Ada Knuth,36688.58,1769248200000
C00056,Grace Berners-Lee,825.87,1769265000000
C00057,Barbara Hopper,45665.05,1769301480000
C00058,Grace Turing,36860.3,1769311020000
C00059,John Knuth,13542.1,1769321940000
C00060,Grace Dijkstra,31891.95,1769355600000
C00061,Radia McCarthy,8389.51,1769364780000
C00062,Edsger Knuth,6622.04,1769376540000
C00063,Radia Dijkstra,21769.57,1769382480000
C00064,Ada Allen,369.93,1769402880000
C00065,Margaret Lovelace,39288.47,1769426220000
C00066,Margaret Dijkstra,24341.2,1769426340000
C00067,Frances Perlman,20759.61,1769468400000
C00068,Radia Perlman,42138.96,1769479140000
C00069,Margaret Berners-Lee,47566.46,1769489820000
C00070,Tim Liskov,42319.05,1769505240000
C00071,Radia McCarthy,11019.42,1769508420000
C00072,Radia Berners-Lee,18343.84,1769548800000
C00073,Tim Cerf,9192.7,1769554200000
C00074,Donald Dijkstra,29924.32,1769558520000
C00075,Alan Perlman,41181.01,1769562300000
C00076,Radia Perlman,44569.81,1769574540000
C00077,Radia Cerf,31601.12,1769580660000
C00078,John Knuth,14284.24,1769619540000
C00079,Radia Liskov,2043.35,1769626020000
C00080,Tim Liskov,14736.06,1769659680000
C00081,Donald Perlman,17903.56,1769666100000
C00082,Alan Cerf,14716.59,1769672400000
C00083,John Hopper,21172.86,1769677320000
C00084,Alan Hamilton,34444.34,1769683560000
C00085,Radia Knuth,34967.9,1769715540000
C00086,Grace Liskov,2898.65,1769722020000
C00087,Radia Turing,22426.58,1769728020000
C00088,Donald Cerf,19519.07,1769741580000
C00089,Edsger Turing,32756.52,1769742960000
C00090,Donald Cerf,15339.62,1769761980000
C00091,Ada Turing,11016.9,1769762820000
C00092,Frances Berners-Lee,3821.64,1769777760000
C00093,Tim Perlman,8306.4,1769777940000
C00094,Margaret Knuth,35384.21,1769798700000
C00095,John Allen,45304.76,1769802060000
C00096,Ada McCarthy,22087.82,1769809440000
C00097,Radia Allen,15250.61,1769815800000
C00098,Margaret Liskov,15706.2,1769817300000
C00099,Tim McCarthy,39614.92,1769821920000
C00100,Tim Allen,19939.19,1769840940000
C00101,Vint Berners-Lee,26014.25,1769844480000
C00102,Tim Hamilton,20852.96,1769856540000
C00103,Vint Lovelace,25582.29,1769857380000
C00104,Margaret Liskov,26522.38,1769865540000
C00105,Radia Dijkstra,35889.64,1769886060000
C00106,Edsger Liskov,1539.13,1769887080000
C00107,Ada Cerf,17142.7,1769938140000
C00108,Barbara Dijkstra,317.44,1769941440000
C00109,Tim Allen,8088.23,1769960880000
C00110,Margaret Allen,10591.31,1769969220000
C00111,Frances McCarthy,8717.95,1769972100000
C00112,Donald Hamilton,16661.77,1770028200000
C00113,Frances Knuth,4491.4,1770048840000
C00114,Vint Dijkstra,-1230.69,1770057960000
C00115,Ada Dijkstra,3901.77,1770064740000
C00116,Edsger Berners-Lee,7009.18,1770070920000
C00117,Barbara Knuth,17211.64,1770091140000
C00118,Radia Cerf,9562.22,1770107520000
C00119,Radia Allen,39588.0,1770124500000
C00120,Tim Allen,29359.33,1770177360000
C00121,John McCarthy,32984.93,1770186360000
C00122,Alan Turing,47779.23,1770190800000
C00123,Donald Allen,45543.56,1770213420000
C00124,Donald Dijkstra,18730.56,1770219360000
C00125,Frances Allen,14793.24,1770234480000
C00126,Alan McCarthy,37900.68,1770245820000
C00127,Donald Knuth,27159.67,1770253680000
C00128,John McCarthy,30680.52,1770258600000
C00129,Donald Hamilton,19029.39,1770263220000
C00130,John Cerf,26928.31,1770266520000
C00131,John McCarthy,43138.71,1770312780000
C00132,Donald Liskov,10946.32,1770331620000
C00133,Frances Lovelace,20349.75,1770334620000
C00134,Ada Dijkstra,4069.5,1770339120000
C00135,Ada Knuth,15417.78,1770344760000
C00136,Donald Lovelace,37285.81,1770362580000
C00137,John Berners-Lee,16526.76,1770370500000
C00138,Tim Lovelace,11836.62,1770389880000
C00139,Grace Berners-Lee,591.86,1770415140000
C00140,Donald Hopper,46892.51,1770422040000
C00141,Frances Hamilton,39824.15,1770423720000
C00142,Donald Lovelace,36988.5,1770424740000
C00143,Donald Hopper,34925.67,1770441420000
C00144,Ada Allen,5147.02,1770450600000
C00145,John Hopper,36937.91,1770471060000
C00146,Alan Hamilton,42873.86,1770499260000
C00147,Tim Berners-Lee,17335.01,1770501600000
C00148,John Liskov,11777.17,1770510660000
C00149,Tim McCarthy,4666.25,1770517260000
C00150,Ada Dijkstra,26794.08,1770524100000
C00151,Frances Knuth,12104.63,1770534840000
C00152,John Hopper,31063.69,1770538200000
C00153,Edsger Lovelace,1918.53,1770569940000
C00154,Donald Berners-Lee,34429.71,1770603900000
C00155,Alan Perlman,46840.85,1770607980000
C00156,Tim Hopper,26341.16,1770612000000
C00157,Radia Hopper,9231.59,1770631020000
C00158,Edsger Knuth,10347.59,1770633600000
C00159,Vint McCarthy,35330.22,1770691320000
C00160,Edsger Liskov,46255.87,1770697800000
C00161,Vint Liskov,19639.78,1770706980000
C00162,Grace Cerf,13679.92,1770738360000
C00163,Donald Hopper,1596.61,1770742440000
C00164,Edsger Turing,8277.28,1770761340000
C00165,Ada Cerf,31270.32,1770767520000
C00166,Margaret Liskov,22613.25,1770789960000
C00167,Barbara Cerf,4693.34,1770793020000
C00168,Ada Allen,34686.5,1770807480000
C00169,Edsger Hopper,16543.48,1770851580000
C00170,Grace Berners-Lee,7129.41,1770896100000
C00171,Barbara Lovelace,41914.01,1770896640000
C00172,Radia Perlman,17419.73,1770911640000
C00173,Radia Cerf,21750.88,1770926700000
C00174,Ada Cerf,37005.79,1770929220000
C00175,Frances Perlman,41693.6,1770942600000
C00176,Alan Knuth,48596.51,1770987060000
C00177,Donald Perlman,19667.84,1770999720000
C00178,Grace Dijkstra,15229.04,1771004160000
C00179,John Turing,25188.82,1771006020000
