row_id,full_name,balance,currency,updated_at
C00119,Grace McCarthy,32254.44,GBP,1775304720000
C00215,Donald Liskov,49275.22,GBP,1775589600000
C00148,Vint Cerf,41790.31,GBP,1775397960000
C00123,Ada McCarthy,42557.56,EUR,1775323140000
C00031,Radia Hamilton,48899.01,EUR,1775071140000
C00049,Radia Cerf,46074.44,EUR,1775107320000
C00072,Frances Perlman,27794.87,SEK,1775154840000
C00015,Tim Hamilton,25479.62,EUR,1775023260000
C00116,Edsger Perlman,28716.4,SEK,1775296260000
C00151,Vint Hamilton,3846.12,USD,1775409840000
C00035,Alan Liskov,23581.97,USD,1775078820000
C00034,Vint Dijkstra,20994.12,USD,1775078400000
C00102,Margaret Berners-Lee,360.92,SEK,1775219700000
C00120,Edsger Berners-Lee,17775.94,EUR,1775308200000
C00061,Tim Dijkstra,7610.22,EUR,1775130660000
C00133,Tim Knuth,45738.05,SEK,1775351700000
C00065,Radia Cerf,41706.21,USD,1775144040000
C00149,Margaret Cerf,5987.93,USD,1775398860000
C00159,Barbara McCarthy,44194.0,USD,1775426220000
C00111,Radia Allen,26375.39,SEK,1775261340000
C00131,Alan Lovelace,38046.85,EUR,1775345880000
C00101,Alan Hopper,5298.14,USD,1775218080000
C00036,Ada Dijkstra,33616.95,GBP,1775078880000
C00040,Vint Knuth,1891.09,SEK,1775090100000
C00191,Tim Knuth,32997.21,EUR,1775508480000
C00105,Ada Cerf,44854.95,GBP,1775221980000
C00000,Donald Dijkstra,13334.81,GBP,1775002620000
C00066,Tim Liskov,39192.52,EUR,1775145060000
C00213,Frances Perlman,28915.07,GBP,1775576100000
C00112,Barbara Perlman,814.98,EUR,1775265720000
C00042,Donald Knuth,31838.38,SEK,1775092620000
C00125,Ada Hopper,36590.37,EUR,1775334780000
C00002,Grace Hopper,12713.34,GBP,1775003640000
C00097,Vint Hamilton,17486.45,USD,1775213220000
C00208,Radia McCarthy,39903.05,USD,1775572320000
C00210,Grace Cerf,34138.34,USD,1775574600000
C00155,Grace Perlman,48438.71,SEK,1775416680000
C00087,Frances Berners-Lee,22892.12,EUR,1775182440000
C00169,Vint Cerf,23544.06,GBP,1775451000000
C00121,John Knuth,35345.0,SEK,1775311860000
C00207,John McCarthy,4689.63,GBP,1775570220000
C00166,Tim Hamilton,14569.33,GBP,1775445420000
C00153,Radia Hamilton,18432.65,GBP,1775414520000
C00003,Edsger Turing,14464.95,SEK,1775003820000
C00177,Vint McCarthy,22111.35,USD,1775455320000
C00141,Vint Allen,40181.95,GBP,1775382120000
C00027,Barbara Turing,4972.59,EUR,1775051700000
C00181,Tim Perlman,16102.41,SEK,1775461740000
C00058,Edsger Hamilton,46313.35,GBP,1775126220000
C00023,Alan Turing,47989.86,SEK,1775041740000
C00086,Edsger Perlman,42307.87,USD,1775181660000
C00071,Alan Dijkstra,17975.63,USD,1775153940000
C00080,Radia Lovelace,26537.77,USD,1775176740000
C00018,Ada McCarthy,30233.76,USD,1775031660000
C00077,Margaret Lovelace,39591.61,USD,1775166000000
C00197,Donald McCarthy,45771.52,SEK,1775525100000
C00147,Barbara Cerf,5364.03,USD,1775392800000
C00022,Vint Berners-Lee,11631.88,SEK,1775037780000
C00128,Vint Knuth,17824.11,GBP,1775340900000
C00167,Barbara Perlman,30553.1,USD,1775448480000
C00136,Donald Perlman,43674.97,GBP,1775363160000
C00165,Vint Berners-Lee,2394.21,EUR,1775437620000
C00194,Edsger Lovelace,16665.08,USD,1775519700000
C00068,John Perlman,7268.19,GBP,1775150220000
C00110,Margaret Dijkstra,47743.27,EUR,1775247780000
C00109,Edsger Lovelace,12182.38,GBP,1775240940000
C00093,Ada Hopper,32956.76,EUR,1775205600000
C00219,Barbara Hopper,46625.94,USD,1775599260000
C00214,Donald Knuth,4520.09,GBP,1775586120000
C00172,Margaret Lovelace,33882.59,EUR,1775453160000
