row_id,name,balance_eur,updated_at
C00000,Donald Knuth,2428.98,1768435380000
C00001,Radia Hopper,37497.52,1768436340000
C00002,Radia McCarthy,10859.31,1768470120000
C00003,Margaret Berners-Lee,16246.25,1768470900000
C00004,Radia Cerf,19502.43,1768473780000
C00005,Tim Berners-Lee,30680.8,1768474200000
C00006,Radia Hopper,41905.07,1768482240000
C00007,John Dijkstra,17375.08,1768487220000
C00008,Tim Turing,8710.82,1768493700000
C00009,Ada Knuth,33833.83,1768501140000
C00010,Edsger Allen,36673.24,1768504620000
C00011,Alan Allen,48691.04,1768514340000
C00012,John Lovelace,13074.3,1768538880000
C00013,Alan Lovelace,49634.24,1768539900000
C00014,Edsger Berners-Lee,7364.0,1768565160000
C00015,Tim Allen,-41.76,1768589280000
C00016,Tim Cerf,42190.56,1768596780000
C00017,Edsger Perlman,4752.33,1768610940000
C00018,Ada Hamilton,29708.1,1768623720000
C00019,Edsger Hamilton,12605.94,1768636560000
C00020,Alan Perlman,41823.67,1768648260000
C00021,Frances Cerf,48123.54,1768649640000
C00022,Alan McCarthy,26873.51,1768657860000
C00023,Tim Cerf,36521.81,1768666200000
C00024,Alan Dijkstra,41653.28,1768674120000
C00025,Margaret Berners-Lee,49969.89,1768690080000
C00026,Ada Hopper,10196.71,1768717740000
C00027,Margaret Turing,2349.09,1768777620000
C00028,Alan Berners-Lee,18452.63,1768777980000
C00029,Barbara Dijkstra,48845.96,1768784280000
C00030,Alan Allen,21925.83,1768791480000
C00031,John Hopper,-774.04,1768796040000
C00032,Tim McCarthy,21751.94,1768798140000
C00033,Ada Cerf,37735.11,1768805400000
C00034,Vint Hamilton,26446.59,1768852740000
C00035,Tim Allen,10733.15,1768856040000
C00036,Grace Knuth,36571.09,1768859460000
C00037,Alan Berners-Lee,14853.75,1768894320000
C00038,Vint Knuth,-1709.24,1768914000000
C00039,Frances Dijkstra,-1495.53,1768934280000
C00040,John Liskov,36795.59,1768981020000
C00041,Alan Hamilton,6031.53,1768983300000
C00042,Tim Cerf,24504.42,1769058180000
C00043,Margaret Liskov,38560.89,1769068200000
C00044,Alan Turing,29308.11,1769084340000
C00045,Tim Allen,17209.17,1769096940000
C00046,Grace Lovelace,27841.68,1769097540000
C00047,John Perlman,10719.07,1769110560000
C00048,Vint Lovelace,33220.54,1769113020000
C00049,Ada Cerf,15676.27,1769151960000
C00050,Edsger Perlman,22691.58,1769152080000
C00051,Grace Lovelace,10955.64,1769165280000
C00052,Barbara Berners-Lee,6615.99,1769201640000
C00053,Edsger Berners-Lee,19715.32,1769228520000
C00054,Ada Cerf,45648.24,1769233800000
C00055,Ada McCarthy,31134.85,1769240760000
C00056,Alan Lovelace,9219.92,1769286360000
C00057,Donald Dijkstra,36616.36,1769290680000
C00058,Margaret Lovelace,40173.85,1769306160000
C00059,Barbara Hopper,7276.13,1769311320000
C00060,Barbara Hopper,16513.71,1769312640000
C00061,Barbara Berners-Lee,20508.41,1769364660000
C00062,Grace McCarthy,29092.04,1769409660000
C00063,Grace McCarthy,24480.47,1769425200000
C00064,Tim Lovelace,13365.83,1769508240000
C00065,Tim Berners-Lee,9794.17,1769515560000
C00066,Edsger Berners-Lee,30533.69,1769518740000
C00067,Vint Liskov,10865.86,1769547060000
C00068,Edsger Perlman,46106.51,1769603580000
C00069,Grace Cerf,42858.75,1769614500000
C00070,Barbara Lovelace,1404.16,1769618400000
