account_id,home_lat,home_lon,base_score
A0000,-23.457798,-39.032884,0.394376
A0001,20.011868,-115.573142,0.794427
A0002,-37.959481,-110.048738,0.594077
A0003,-33.449913,3.447306,0.613805
A0004,-24.60222,46.070726,0.434966
A0005,53.300454,-156.169977,0.559497
A0006,-8.402686,21.975433,0.825675
A0007,-15.456981,28.988917,0.730847
A0008,26.774557,-16.982695,0.800267
A0009,-9.17382,22.088602,0.569415
A0010,-55.891834,-37.567284,0.827421
A0011,42.293129,151.73633,0.582263
A0012,-55.358254,-117.695593,0.329531
A0013,-42.408217,134.833132,0.830657
A0014,23.998504,46.562416,0.436428
A0015,-13.192435,-33.915765,0.859837
A0016,59.040695,-37.304661,0.352496
A0017,-19.178697,-114.343601,0.726339
A0018,15.778965,-4.382809,0.431413
A0019,9.263344,159.362992,0.91842
A0020,43.892904,73.692204,0.471874
A0021,28.617764,-54.95496,0.591451
A0022,-22.300394,-64.962773,0.944804
A0023,51.047935,-144.419793,0.54897
A0024,49.004621,-66.90754,0.505943
A0025,-40.619836,-21.610837,0.326116
A0026,59.464246,-21.922811,0.389075
A0027,-21.949787,-37.762453,0.651597
A0028,-47.038713,10.750109,0.579731
A0029,37.75519,14.216231,0.511189
A0030,34.071281,85.688872,0.39241
A0031,32.723839,37.759288,0.664879
A0032,-30.356133,-110.608185,0.941666
A0033,-47.115927,13.204031,0.768748
A0034,57.612842,115.408445,0.412735
A0035,-31.437876,89.561334,0.5545
A0036,-39.216789,122.917752,0.533942
A0037,-32.438102,88.067101,0.621749
A0038,-53.526818,-42.050622,0.934044
A0039,37.463935,158.673671,0.499241
A0040,-39.84061,-86.080157,0.600343
A0041,-39.317142,-77.306674,0.396847
A0042,-30.064838,-165.759222,0.512277
A0043,-1.024766,99.138195,0.62445
A0044,-36.173036,-84.07798,0.775588
A0045,38.20211,-90.24726,0.689519
A0046,-53.486677,102.165215,0.341009
A0047,-45.139287,50.837674,0.790046
A0048,49.296384,-169.941024,0.886346
A0049,32.125513,-126.513419,0.452462
A0050,-53.900684,-131.339591,0.309868
A0051,31.05432,-35.015003,0.446243
A0052,-9.365562,-123.538221,0.566004
A0053,51.355229,-49.873441,0.807464
A0054,-28.326378,121.116138,0.737552
A0055,-1.212075,-39.776354,0.439312
A0056,56.677853,65.524966,0.457981
A0057,8.204388,86.625777,0.496353
A0058,13.826922,-97.197442,0.535288
A0059,0.783472,-162.899154,0.426699
