row_id,name,balance_eur,updated_at
C00000,Vint Knuth,29726.82,1768449660000
C00001,Grace McCarthy,46199.11,1768458840000
C00002,Radia Turing,26485.55,1768462080000
C00003,Ada McCarthy,5415.64,1768462680000
C00004,Barbara Hopper,27553.4,1768535040000
C00005,Radia Liskov,27796.32,1768535220000
C00006,Barbara Liskov,13916.36,1768536360000
C00007,Donald Cerf,31605.05,1768566900000
C00008,Edsger Lovelace,412.76,1768609740000
C00009,Alan Turing,35258.11,1768643940000
C00010,Tim McCarthy,49727.75,1768685760000
C00011,Donald Perlman,8664.22,1768699680000
C00012,Tim Hamilton,7187.97,1768705740000
C00013,Frances Knuth,42565.19,1768754940000
C00014,Frances Knuth,21394.0,1768779540000
C00015,Ada Cerf,41201.6,1768804020000
C00016,Frances Allen,34335.72,1768819140000
C00017,Margaret Lovelace,8432.7,1768819260000
C00018,Tim Knuth,44505.94,1768822680000
C00019,Grace Turing,42447.8,1768842960000
C00020,Grace Perlman,519.21,1768874700000
C00021,Radia Lovelace,24753.79,1768900080000
C00022,Edsger Liskov,49895.28,1768909620000
C00023,Alan Knuth,46192.19,1768927860000
C00024,Frances McCarthy,39200.14,1768929960000
C00025,Ada Hopper,-527.65,1768933800000
C00026,Frances Perlman,36915.82,1768935780000
C00027,Edsger Hamilton,31035.26,1768935900000
C00028,Radia Allen,37045.15,1768947360000
C00029,Grace Berners-Lee,26064.0,1768963080000
C00030,Radia Dijkstra,45391.74,1768968300000
C00031,John Lovelace,23297.39,1768984320000
C00032,Barbara Cerf,46893.84,1768985220000
C00033,Margaret Dijkstra,21444.33,1768985820000
C00034,Margaret Knuth,42598.55,1769005080000
C00035,Donald Lovelace,39184.22,1769018640000
C00036,Donald Hamilton,27616.92,1769020500000
C00037,Frances Hopper,39943.94,1769022060000
C00038,Ada Berners-Lee,23843.9,1769049660000
C00039,Grace Hamilton,35179.92,1769065920000
C00040,Grace Hamilton,524.51,1769068980000
C00041,Frances Lovelace,28884.34,1769072640000
C00042,Radia Perlman,2070.7,1769093880000
C00043,Margaret Perlman,8538.93,1769094300000
C00044,Margaret Perlman,10304.84,1769121480000
C00045,Barbara Lovelace,16997.18,1769140680000
C00046,Frances Lovelace,44099.37,1769205600000
C00047,Ada Cerf,10235.45,1769232420000
C00048,John Lovelace,16799.17,1769233440000
C00049,Vint Hamilton,16962.04,1769251260000
C00050,John Hamilton,947.47,1769272920000
C00051,Radia Allen,14145.03,1769273040000
C00052,Frances Perlman,11920.56,1769298660000
C00053,Barbara Berners-Lee,17453.82,1769298720000
C00054,Margaret Berners-Lee,46481.73,1769310780000
C00055,Grace Lovelace,43277.06,1769311860000
C00056,Donald Dijkstra,7100.78,1769321880000
C00057,Frances Cerf,34388.16,1769337840000
C00058,Grace Turing,40731.3,1769347500000
