account_id,home_lat,home_lon,base_score
A0000,59.315857,136.604804,0.475482
A0001,52.266291,-106.562149,0.467117
A0002,25.336916,-154.250061,0.85597
A0003,-2.085346,-18.965309,0.553425
A0004,31.355329,-130.284008,0.415478
A0005,46.869838,-157.440545,0.60915
A0006,16.056957,34.353619,0.810019
A0007,59.516023,-142.837937,0.748153
A0008,-14.291247,-117.969931,0.794181
A0009,42.060175,-105.189762,0.901057
A0010,41.909745,124.053946,0.451037
A0011,30.985825,-45.419644,0.501934
A0012,-58.828824,-113.845049,0.610964
A0013,-16.916315,-169.172463,0.792795
A0014,58.434655,-5.876317,0.49935
A0015,55.828721,-138.123171,0.708929
A0016,59.266994,72.626534,0.54987
A0017,26.455925,71.633618,0.764746
A0018,42.511954,-30.686756,0.511153
A0019,-56.678327,-80.622739,0.85115
A0020,-3.455094,-107.448182,0.503904
A0021,0.955051,15.146663,0.80766
A0022,-39.893008,-0.529601,0.752725
A0023,-50.561285,129.738927,0.860236
A0024,-4.00821,-103.142876,0.640251
A0025,23.174032,140.237923,0.735428
A0026,-36.580452,-7.003128,0.328818
A0027,-4.634938,156.354604,0.749855
A0028,-50.820159,77.112575,0.917186
A0029,28.282823,-90.634084,0.841585
A0030,8.692408,-122.442841,0.934229
A0031,59.612733,78.12093,0.839559
A0032,8.553192,112.195964,0.520469
A0033,-50.72748,-23.803815,0.739761
A0034,43.32648,44.645231,0.75723
A0035,45.029253,-154.733462,0.307847
A0036,-31.482308,35.413477,0.496006
A0037,-33.938008,-47.81823,0.416253
A0038,9.08642,154.151658,0.412152
A0039,-15.742196,42.887509,0.839869
A0040,30.27315,148.66242,0.556077
A0041,2.724573,41.086365,0.638844
A0042,-45.189524,130.349845,0.446533
A0043,-14.287555,127.414354,0.735055
A0044,36.72947,107.995557,0.435828
A0045,44.486035,-148.959728,0.890439
A0046,-6.184285,31.816616,0.64194
A0047,11.913316,-44.338493,0.913256
A0048,49.963983,7.611351,0.811271
A0049,-47.812006,51.339881,0.5555
A0050,24.294414,-149.659193,0.643259
A0051,56.532514,42.159847,0.726901
A0052,28.579275,144.362159,0.444668
A0053,19.483236,39.933994,0.845642
A0054,30.078795,-158.40364,0.645199
A0055,-59.579145,107.804667,0.712396
A0056,-4.334855,-89.326598,0.695844
A0057,2.724243,-113.262738,0.713468
A0058,17.802687,66.133088,0.691696
A0059,-40.070685,9.150785,0.643683
