transaction_id,cc_num,datetime,amount,merchant,category,lat,long
T000032784,493900000290,2025-12-08T04:09:00Z,56.48,m_326,restaurant,34.5726,-74.3335
T000032785,414100000007,2025-12-08T04:19:00Z,15.86,m_124,grocery,34.7013,-114.5066
T000032786,481700000044,2025-12-08T04:19:00Z,14.47,m_396,grocery,41.9077,-89.2456
T000032787,478500000258,2025-12-08T04:29:00Z,212.06,m_537,online,40.0855,-88.7713
T000032788,443500000166,2025-12-08T04:33:00Z,21.55,m_637,online,31.068,-73.1522
T000032789,496500000188,2025-12-08T05:13:00Z,29.6,m_769,travel,32.2319,-106.5687
T000032790,434500000161,2025-12-08T05:14:00Z,16.13,m_693,electronics,36.6837,-88.6509
T000032791,492800000125,2025-12-08T05:20:00Z,18.24,m_536,online,45.5661,-89.8697
T000032792,404300000189,2025-12-08T05:34:00Z,20.63,m_554,clothing,26.7548,-117.067
T000032793,465400000137,2025-12-08T05:58:00Z,8.46,m_583,cash_advance,37.5118,-117.2041
T000032796,483600000122,2025-12-08T06:43:00Z,8.0,m_607,online,30.2144,-90.0452
T000032797,471900000226,2025-12-08T06:44:00Z,4.45,m_522,clothing,32.0702,-116.0017
T000032798,420200000231,2025-12-08T07:31:00Z,10.92,m_628,fuel,28.0743,-114.8077
T000032799,452600000257,2025-12-08T07:35:00Z,17.65,m_085,health,29.1708,-106.2614
T000032802,466900000159,2025-12-08T08:08:00Z,16.71,m_322,grocery,43.1304,-99.283
T000032803,442200000037,2025-12-08T08:10:00Z,79.68,m_728,travel,33.2647,-106.2696
T000032804,450800000191,2025-12-08T08:16:00Z,14.81,m_502,health,42.6193,-75.8311
T000032806,454400000155,2025-12-08T08:19:00Z,74.28,m_613,restaurant,33.5349,-92.9267
T000032807,478800000015,2025-12-08T08:23:00Z,56.67,m_128,restaurant,29.8602,-113.0942
T000032808,424900000048,2025-12-08T08:25:00Z,35.16,m_617,electronics,35.7486,-116.3487
T000032810,403000000031,2025-12-08T08:30:00Z,21.02,m_615,clothing,34.8164,-89.6144
T000032812,440200000212,2025-12-08T08:35:00Z,44.07,m_277,restaurant,45.8713,-102.7597
