account_id,home_lat,home_lon,base_score
A0000,-40.804882,141.915543,0.846582
A0001,-49.901643,162.169967,0.562227
A0002,41.718922,-123.074813,0.832693
A0003,-59.817002,50.826957,0.822891
A0004,-12.288551,86.802008,0.74694
A0005,-31.880972,127.398087,0.680872
A0006,-28.335253,29.563845,0.933141
A0007,58.629352,-138.968827,0.805489
A0008,-27.421054,-26.508258,0.341225
A0009,57.444802,1.692458,0.380189
A0010,-37.831079,45.770091,0.728516
A0011,4.227776,-76.413457,0.619544
A0012,52.851294,-134.271043,0.529731
A0013,16.454593,169.741746,0.447141
A0014,34.485885,65.73098,0.823036
A0015,43.67221,-44.514588,0.908477
A0016,-25.613904,152.851311,0.411553
A0017,-5.634792,137.759844,0.626386
A0018,47.630494,-17.596759,0.52297
A0019,-58.374885,92.491624,0.525272
A0020,17.683128,-135.556744,0.613312
A0021,12.182087,116.992466,0.319388
A0022,-42.421752,68.048085,0.624663
A0023,-7.45829,-13.819518,0.365991
A0024,-8.802365,21.003026,0.668437
A0025,-22.802409,168.737803,0.542258
A0026,6.553732,151.545474,0.579591
A0027,49.635731,-155.341077,0.366526
A0028,47.60946,161.889659,0.61505
A0029,45.125476,78.299105,0.940307
A0030,2.889478,-115.843576,0.908226
A0031,10.206581,-65.617646,0.311334
A0032,16.668006,3.426541,0.328292
A0033,-45.187031,108.770692,0.8147
A0034,12.61616,-151.167565,0.888276
A0035,47.202184,-169.688521,0.36344
A0036,-2.624619,-44.636771,0.707822
A0037,-2.224838,50.055628,0.820923
A0038,31.622819,-66.863482,0.33452
A0039,36.368651,-42.2028,0.347827
A0040,49.861627,-71.092607,0.46619
A0041,1.430004,-103.997613,0.649609
A0042,-3.689618,151.014951,0.553772
A0043,-34.055815,143.232597,0.662277
A0044,-35.344488,38.681329,0.489839
A0045,31.003771,14.139955,0.811173
A0046,-57.639369,-31.072838,0.384131
A0047,-43.189949,-28.696391,0.374922
A0048,34.907563,137.840231,0.341228
A0049,-38.276657,12.897306,0.719764
A0050,53.612515,-103.30899,0.681073
A0051,41.586089,104.350788,0.424948
A0052,-38.681035,94.036884,0.477925
A0053,-43.241983,-156.58234,0.334198
A0054,36.972426,-155.80407,0.419082
A0055,-0.483266,-168.062669,0.738925
A0056,-28.315622,-109.22244,0.64581
A0057,50.230459,-159.519199,0.712881
A0058,-50.025504,0.109778,0.423231
A0059,23.79411,91.020923,0.64888
