account_id,home_lat,home_lon,base_score
A0000,51.664656,114.587367,0.863389
A0001,-38.263863,-34.13121,0.377153
A0002,-3.82623,97.969846,0.56228
A0003,8.546474,15.124273,0.339972
A0004,-45.430693,-73.7241,0.75533
A0005,-31.365653,-45.060901,0.699514
A0006,24.158713,-60.105011,0.314131
A0007,-14.561736,27.459248,0.628142
A0008,-22.610713,92.624332,0.781666
A0009,-30.548381,-137.813854,0.476052
A0010,-30.55784,-39.376949,0.688383
A0011,-29.462269,34.459852,0.534234
A0012,24.124736,-58.674486,0.896568
A0013,-14.919912,45.380234,0.844193
A0014,25.978065,121.789727,0.640876
A0015,-51.957876,-44.276755,0.674204
A0016,-28.41258,81.430222,0.532395
A0017,13.617435,-39.956968,0.662083
A0018,-29.717097,137.977348,0.488628
A0019,55.950579,-167.815124,0.503727
A0020,-55.462858,102.876468,0.653634
A0021,-57.398115,-66.883161,0.786743
A0022,11.283611,68.238435,0.427599
A0023,22.920353,135.798924,0.372101
A0024,-52.536457,-32.529995,0.420001
A0025,21.22939,-99.078845,0.496724
A0026,-18.91577,-20.095222,0.720396
A0027,19.695251,-131.122222,0.921083
A0028,51.747924,-36.051398,0.725037
A0029,-0.130392,93.903496,0.782939
A0030,49.542454,-14.457635,0.770414
A0031,47.351516,-119.2495,0.700155
A0032,-44.589921,-100.99477,0.703422
A0033,12.054673,149.682772,0.505829
A0034,-45.190298,118.737508,0.672043
A0035,3.42606,-65.997894,0.306824
A0036,-8.902306,-26.486019,0.403284
A0037,14.931133,118.148643,0.94262
A0038,26.563449,65.528543,0.578561
A0039,3.607502,-151.18005,0.328218
A0040,-25.567219,42.591337,0.914014
A0041,35.641764,102.544933,0.408689
A0042,28.957498,-124.33558,0.492853
A0043,19.988391,70.630613,0.709313
A0044,-54.002844,65.3583,0.84552
A0045,-33.69177,-138.44607,0.901259
A0046,19.520472,157.157509,0.523208
A0047,-36.362649,-119.291871,0.321243
A0048,42.406202,-159.533883,0.431508
A0049,55.433517,-102.037469,0.575116
A0050,-7.223207,-93.330001,0.873832
A0051,38.134316,-110.778496,0.569902
A0052,-10.232612,-13.214619,0.833543
A0053,-6.674151,59.641015,0.546429
A0054,-4.844214,-38.308904,0.522636
A0055,3.715467,-142.496292,0.940068
A0056,30.40613,-4.858839,0.891542
A0057,57.45522,-143.287053,0.621718
A0058,14.384926,123.514126,0.393361
A0059,9.491016,-162.180981,0.610728
