row_id,name,balance_eur,updated_at
C00000,Barbara Berners-Lee,28657.45,1768449960000
C00001,Grace Turing,28954.53,1768475940000
C00002,Barbara McCarthy,5475.65,1768486500000
C00003,Ada Cerf,23402.1,1768512900000
C00004,John Turing,29678.32,1768513860000
C00005,Donald McCarthy,49156.63,1768516560000
C00006,Frances Berners-Lee,3341.95,1768545600000
C00007,John McCarthy,20423.21,1768564140000
C00008,Edsger Hamilton,41341.15,1768591440000
C00009,Donald Hamilton,13005.55,1768594260000
C00010,Tim Dijkstra,34910.48,1768650360000
C00011,Radia Knuth,5078.89,1768651500000
C00012,Margaret Turing,6270.6,1768662180000
C00013,John Lovelace,18854.7,1768667700000
C00014,Margaret Turing,34313.64,1768683660000
C00015,Frances Knuth,38168.86,1768687140000
C00016,Ada Knuth,10491.65,1768712820000
C00017,Frances Dijkstra,9317.89,1768715760000
C00018,Edsger Dijkstra,1799.44,1768718100000
C00019,Margaret McCarthy,40638.19,1768721160000
C00020,Donald Hopper,47516.09,1768736280000
C00021,Edsger Turing,38813.03,1768752120000
C00022,Tim Lovelace,20868.5,1768783260000
C00023,Grace Lovelace,22655.05,1768809300000
C00024,Alan Dijkstra,27726.72,1768828080000
C00025,Grace Dijkstra,31296.17,1768839960000
C00026,Vint Hamilton,15540.94,1768845060000
C00027,Tim Allen,7689.83,1768847940000
C00028,Tim Knuth,21305.23,1768849200000
C00029,Margaret Turing,44550.81,1768885200000
C00030,Alan Liskov,8423.38,1768914360000
C00031,Grace Perlman,6691.07,1768924140000
C00032,Barbara Allen,43192.94,1768941240000
C00033,Radia Turing,39414.43,1768959060000
C00034,Edsger Dijkstra,2483.35,1768967280000
C00035,Radia Knuth,38826.16,1768972200000
C00036,Frances Turing,8006.78,1768996500000
C00037,Frances McCarthy,24625.89,1769001660000
C00038,Frances Turing,41791.07,1769001900000
C00039,Edsger Berners-Lee,24221.86,1769004600000
C00040,Frances Knuth,20197.46,1769043300000
C00041,Margaret Turing,9247.75,1769052720000
C00042,Ada Allen,254.07,1769061000000
C00043,Vint Hamilton,21779.21,1769064180000
C00044,Edsger Liskov,2897.75,1769074560000
C00045,Vint McCarthy,2484.85,1769074800000
C00046,Barbara Dijkstra,28892.08,1769078820000
C00047,Donald Lovelace,9337.55,1769098560000
C00048,Tim McCarthy,29634.16,1769101800000
C00049,Frances Hamilton,16015.37,1769103180000
C00050,Frances Dijkstra,44815.69,1769131860000
C00051,Ada Allen,49567.68,1769163900000
C00052,Grace Liskov,43680.65,1769180100000
C00053,Donald Knuth,-1033.63,1769190240000
C00054,Radia Cerf,45205.55,1769204400000
C00055,Grace Liskov,8273.04,1769205480000
C00056,Ada Hamilton,4819.02,1769221080000
C00057,Ada Turing,15566.5,1769231340000
C00058,Radia Knuth,48274.4,1769237280000
C00059,Grace Hamilton,41724.59,1769242680000
C00060,John Liskov,37145.86,1769242740000
C00061,Barbara Berners-Lee,46443.65,1769282160000
C00062,Margaret Cerf,37050.38,1769301780000
C00063,Donald Cerf,29275.02,1769317020000
C00064,Alan Cerf,19460.38,1769366220000
C00065,Vint Knuth,28187.68,1769381460000
C00066,Vint Knuth,18038.46,1769383140000
C00067,John Liskov,41021.66,1769398200000
C00068,Edsger Allen,34005.01,1769412000000
C00069,Frances Berners-Lee,11317.26,1769421240000
C00070,Edsger Perlman,42235.52,1769439000000
C00071,Edsger Allen,48667.64,1769441940000
C00072,Margaret Hopper,11219.66,1769442780000
C00073,John McCarthy,38098.67,1769457360000
C00074,Radia Knuth,40564.09,1769466180000
C00075,Margaret Lovelace,46426.12,1769473440000
C00076,Tim McCarthy,13447.08,1769485980000
C00077,Vint Lovelace,8674.13,1769499600000
C00078,Vint McCarthy,4164.33,1769529780000
C00079,Alan Cerf,11901.79,1769530860000
C00080,Radia McCarthy,8296.04,1769544600000
C00081,Margaret Perlman,20422.15,1769552760000
C00082,Tim McCarthy,12750.84,1769557800000
C00083,Margaret McCarthy,25867.81,1769572380000
C00084,Frances Turing,44949.24,1769603580000
C00085,Margaret Perlman,30226.67,1769605860000
C00086,Alan Allen,40474.99,1769606820000
C00087,Radia Perlman,32561.42,1769614800000
C00088,Barbara Lovelace,40355.92,1769630280000
C00089,Tim Cerf,25585.29,1769631420000
C00090,Frances Dijkstra,22889.06,1769632140000
C00091,Vint Liskov,14811.5,1769638620000
C00092,Margaret Knuth,32796.95,1769638620000
C00093,Vint Knuth,36109.74,1769658480000
C00094,Edsger Lovelace,45478.93,1769665440000
C00095,Barbara Lovelace,25884.61,1769676960000
C00096,Margaret Allen,67.57,1769691240000
C00097,Donald McCarthy,23025.72,1769694180000
C00098,Barbara Cerf,13647.41,1769694360000
C00099,Alan Lovelace,8855.58,1769696400000
C00100,Tim Knuth,47110.94,1769701260000
C00101,Edsger Perlman,24650.74,1769714040000
C00102,Ada McCarthy,35036.13,1769714460000
C00103,Frances Lovelace,-1993.02,1769716560000
C00104,Frances Berners-Lee,37258.7,1769723580000
C00105,Edsger Liskov,16140.74,1769730420000
C00106,Frances Knuth,12549.71,1769736300000
C00107,Tim Hopper,38327.06,1769805660000
C00108,Vint Dijkstra,38152.9,1769835540000
C00109,Radia Allen,33850.1,1769871960000
C00110,Donald Dijkstra,4180.96,1769872020000
C00111,Radia Hamilton,46545.12,1769889720000
C00112,Radia Knuth,32502.38,1769900580000
C00113,Grace Hamilton,17456.23,1769908860000
C00114,Radia Lovelace,9626.64,1769932620000
C00115,Tim Liskov,45348.54,1769932680000
C00116,Alan Berners-Lee,19428.59,1770008100000
C00117,Radia Dijkstra,17141.22,1770039240000
C00118,Donald Cerf,48703.58,1770057360000
C00119,Ada Berners-Lee,38488.17,1770082680000
C00120,Margaret Turing,25442.84,1770088260000
C00121,John Turing,41520.66,1770103860000
C00122,Frances Turing,45538.82,1770129960000
C00123,Frances Berners-Lee,9875.03,1770152400000
C00124,Vint Hopper,38968.77,1770180540000
C00125,Grace Lovelace,45136.03,1770222960000
C00126,Barbara Cerf,-1614.56,1770226680000
C00127,Donald Hamilton,29912.3,1770235020000
C00128,Vint Berners-Lee,46433.23,1770238560000
C00129,Radia Dijkstra,6061.8,1770240060000
C00130,Barbara Lovelace,39944.66,1770265440000
C00131,Grace Dijkstra,35518.98,1770283200000
C00132,Margaret Dijkstra,29704.07,1770291060000
C00133,Vint Knuth,29925.4,1770299880000
C00134,Ada Liskov,10841.82,1770329400000
C00135,Ada Hopper,46377.63,1770333360000
C00136,John Dijkstra,41509.08,1770354720000
C00137,Frances Lovelace,46388.22,1770371940000
C00138,Barbara Allen,41558.42,1770381960000
C00139,Donald Liskov,25712.41,1770382020000
C00140,John Knuth,25595.71,1770390240000
C00141,Vint Cerf,35568.23,1770391440000
C00142,Ada Hopper,37118.82,1770411480000
C00143,Edsger Hopper,20292.03,1770413160000
C00144,Margaret Hopper,40905.4,1770417840000
C00145,Margaret Lovelace,49662.82,1770420780000
C00146,Barbara McCarthy,33475.28,1770446040000
C00147,Grace Turing,32903.94,1770454020000
C00148,Frances McCarthy,3096.94,1770460080000
C00149,Barbara Cerf,8375.92,1770484020000
C00150,Edsger Lovelace,31754.47,1770562260000
C00151,John Lovelace,15381.95,1770585060000
C00152,Tim Allen,1918.31,1770596400000
C00153,John Hopper,21617.15,1770652380000
C00154,Edsger Liskov,17514.87,1770675900000
C00155,Barbara Turing,16262.61,1770686760000
C00156,Grace Knuth,4850.98,1770706920000
C00157,Radia Liskov,13677.72,1770709560000
C00158,Barbara Dijkstra,24583.13,1770717840000
C00159,John Hamilton,21435.13,1770733140000
C00160,Ada Knuth,29634.19,1770748980000
C00161,Vint Knuth,27496.32,1770756000000
C00162,Edsger Turing,40741.59,1770766860000
C00163,Barbara Perlman,6495.93,1770767760000
C00164,Ada Hamilton,33785.23,1770782580000
C00165,Donald Allen,29187.82,1770792120000
C00166,Margaret Liskov,32422.08,1770797340000
C00167,Ada Allen,38129.26,1770817200000
C00168,Grace Hamilton,14333.46,1770849780000
C00169,John Cerf,30711.96,1770853140000
C00170,Radia Lovelace,30751.32,1770859140000
C00171,Frances Cerf,15863.32,1770862980000
C00172,Frances Knuth,25049.0,1770878100000
C00173,Ada Hopper,44497.95,1770878820000
C00174,Ada Dijkstra,2471.0,1770894000000
C00175,Grace Turing,13953.04,1770895200000
C00176,Frances Allen,11231.08,1770896640000
