account_id,home_lat,home_lon,base_score
A0000,11.422904,-160.764174,0.780777
A0001,-29.673569,-163.071662,0.824385
A0002,50.943082,72.280545,0.447089
A0003,-21.690828,-1.306413,0.484583
A0004,23.478522,28.562438,0.328045
A0005,59.172742,-91.338028,0.584825
A0006,-19.4632,-121.799426,0.944374
A0007,22.546872,149.870122,0.917724
A0008,-26.320448,-137.767352,0.450612
A0009,53.407659,-6.913144,0.816986
A0010,29.258229,-153.507449,0.731129
A0011,-30.351053,-113.986633,0.876057
A0012,-14.668878,-25.528891,0.591486
A0013,-15.986649,-45.433879,0.63216
A0014,-48.849418,162.98991,0.502745
A0015,13.018078,-100.159791,0.61209
A0016,-13.594105,-110.615313,0.525616
A0017,32.090633,90.996746,0.891248
A0018,-39.087321,-36.330611,0.369956
A0019,34.332047,-147.132437,0.467393
A0020,57.765254,-113.937865,0.483712
A0021,41.327421,70.772832,0.851796
A0022,15.664013,-80.270361,0.905364
A0023,45.290874,120.987389,0.720505
A0024,31.524271,-123.843874,0.808132
A0025,44.793774,-77.718011,0.914374
A0026,56.558446,-92.77548,0.661699
A0027,-14.387267,-115.328276,0.539298
A0028,27.632157,-161.893335,0.396875
A0029,8.093242,-1.71791,0.671891
A0030,-55.1929,68.40725,0.431259
A0031,-14.327534,-84.487857,0.67559
A0032,-35.102517,88.030155,0.811665
A0033,15.880541,84.14055,0.847128
A0034,44.231656,-87.842566,0.547363
A0035,-27.865003,53.596669,0.895189
A0036,-52.450178,56.381305,0.471648
A0037,38.215489,-102.657913,0.814909
A0038,24.492123,-81.544786,0.311154
A0039,-58.623608,87.969222,0.415948
A0040,51.994417,-26.877052,0.573326
A0041,4.292182,-2.470845,0.51301
A0042,-7.652594,127.562813,0.316312
A0043,0.676038,-135.173932,0.404031
A0044,29.488827,-101.160533,0.546098
A0045,6.468832,-123.655778,0.689688
A0046,36.264247,-116.327912,0.665342
A0047,-56.528404,58.027754,0.704071
A0048,12.393017,51.500408,0.325588
A0049,52.296411,-26.11168,0.767193
A0050,-37.761692,-110.631739,0.716556
A0051,23.789695,58.578355,0.837405
A0052,28.112624,95.16888,0.537465
A0053,20.429131,-75.090946,0.595593
A0054,49.20022,54.731426,0.700939
A0055,25.533643,-99.271701,0.315448
A0056,11.521789,-84.750378,0.731564
A0057,-6.062749,-90.555628,0.35177
A0058,-45.198036,140.730049,0.849472
A0059,25.474494,-55.895879,0.498183
