row_id,full_name,balance,currency,updated_at
C00054,Donald Berners-Lee,46791.76,SEK,1775143380000
C00018,Grace Dijkstra,47294.57,USD,1775060280000
C00205,Radia Hopper,17869.38,GBP,1775551920000
C00095,Donald Turing,40661.43,EUR,1775242320000
C00144,Tim Dijkstra,1348.98,EUR,1775363160000
C00030,Vint Lovelace,-1933.16,GBP,1775082360000
C00057,Ada Hopper,40120.12,USD,1775157480000
C00170,Margaret Turing,27070.35,GBP,1775432280000
C00128,Tim Dijkstra,13387.21,SEK,1775332680000
C00004,Vint Cerf,14464.39,SEK,1775028540000
C00158,Frances Cerf,43910.93,GBP,1775399220000
C00199,Frances Hamilton,28.01,EUR,1775533080000
C00207,Edsger Berners-Lee,41320.08,USD,1775554560000
C00185,Barbara Allen,451.18,EUR,1775494860000
C00210,Donald Allen,46808.03,USD,1775566560000
C00126,Frances Turing,39938.94,GBP,1775324460000
C00040,Ada Hopper,-734.73,USD,1775109060000
C00012,John Hopper,3428.12,SEK,1775048880000
C00166,Tim Liskov,13959.8,EUR,1775420940000
C00184,Margaret McCarthy,29769.32,USD,1775494800000
C00033,Tim Hamilton,11773.1,USD,1775088660000
C00007,Margaret Berners-Lee,38556.54,SEK,1775041380000
C00189,Edsger McCarthy,30842.11,SEK,1775504460000
C00010,Donald Turing,42237.54,USD,1775046300000
C00123,Donald Perlman,-1205.0,GBP,1775302440000
C00051,Alan Lovelace,5542.26,GBP,1775136000000
C00096,Margaret McCarthy,45822.66,GBP,1775243160000
C00026,Edsger Allen,8504.09,SEK,1775077560000
C00141,Ada Hamilton,26801.3,USD,1775355960000
C00147,Ada Berners-Lee,8138.45,SEK,1775373720000
C00023,Alan Perlman,20405.27,SEK,1775071920000
C00198,Vint Turing,24040.18,EUR,1775529060000
C00150,Edsger Knuth,37001.07,SEK,1775382360000
C00064,Alan Turing,14844.09,EUR,1775187900000
C00099,Grace Hopper,-202.5,SEK,1775266200000
C00089,John Allen,32515.44,USD,1775237340000
C00172,Edsger Turing,32424.57,EUR,1775446260000
C00097,Ada Dijkstra,5667.37,GBP,1775250480000
C00063,Donald Berners-Lee,11868.67,EUR,1775187840000
C00037,Grace Liskov,35502.53,USD,1775106300000
C00056,Ada Liskov,44520.89,GBP,1775153400000
C00094,Edsger Dijkstra,37421.92,SEK,1775241960000
C00219,Donald Lovelace,23771.82,USD,1775587620000
C00107,Tim McCarthy,9905.65,USD,1775276400000
C00038,Tim Allen,32905.08,EUR,1775108100000
C00008,Alan Berners-Lee,2249.52,EUR,1775043000000
C00175,Grace Hamilton,43114.96,GBP,1775454720000
C00082,Grace McCarthy,42286.0,SEK,1775214060000
C00055,Margaret Cerf,20834.16,SEK,1775149620000
C00224,Frances Dijkstra,28956.7,GBP,1775594520000
