row_id,full_name,balance,currency,updated_at
C00130,Vint Allen,13811.62,EUR,1775359440000
C00026,Ada Cerf,45495.92,SEK,1775064660000
C00157,Barbara Berners-Lee,48818.16,GBP,1775439960000
C00107,Radia Dijkstra,40355.08,USD,1775293680000
C00003,Ada Lovelace,48985.47,EUR,1775010120000
C00022,Ada Knuth,2531.1,SEK,1775053620000
C00095,Tim Hamilton,37009.93,USD,1775260860000
C00059,Barbara Allen,1005.5,SEK,1775152860000
C00185,Ada Dijkstra,35295.81,GBP,1775521980000
C00100,Radia Perlman,46632.58,GBP,1775266080000
C00204,Frances McCarthy,19189.62,EUR,1775567580000
C00184,Donald Hopper,5314.09,EUR,1775519520000
C00060,Tim Liskov,-1289.07,SEK,1775153280000
C00152,Tim Cerf,10154.92,USD,1775424660000
C00018,Grace Turing,48473.68,GBP,1775041140000
C00010,Grace Hopper,5123.79,USD,1775030580000
C00193,Tim Turing,18725.42,SEK,1775536140000
C00174,Grace Hopper,14690.15,USD,1775496240000
C00219,Edsger Cerf,28464.15,SEK,1775603160000
C00007,Grace Liskov,1163.44,GBP,1775014740000
C00168,Radia Cerf,17723.81,SEK,1775470560000
C00045,Margaret Knuth,21459.52,EUR,1775118960000
C00201,Donald Lovelace,7745.53,SEK,1775561760000
C00069,Grace Knuth,76.96,EUR,1775177400000
C00052,Frances Cerf,23639.38,EUR,1775134320000
C00145,John Turing,10682.98,SEK,1775406060000
C00169,Margaret Hopper,31192.12,SEK,1775488140000
C00198,Donald Liskov,28963.77,EUR,1775558520000
C00117,Barbara Hamilton,16555.73,USD,1775309700000
C00182,Barbara Hopper,45785.56,USD,1775511540000
C00033,Ada Turing,45539.13,USD,1775085000000
C00040,Grace McCarthy,40498.85,GBP,1775105400000
C00141,Donald Liskov,24837.57,EUR,1775397240000
C00065,Grace Dijkstra,34004.82,EUR,1775166120000
C00131,Edsger Liskov,43678.07,EUR,1775360160000
C00086,Edsger Perlman,39610.13,GBP,1775237760000
C00035,Radia Turing,20276.4,GBP,1775091780000
C00046,Ada Liskov,24869.03,GBP,1775125140000
