row_id,full_name,balance,currency,updated_at
C00002,Grace Knuth,-1390.57,SEK,1775008140000
C00200,Tim Hamilton,46641.2,USD,1775561340000
C00202,Edsger Hopper,35150.09,SEK,1775567400000
C00036,John Hopper,5086.4,SEK,1775060520000
C00087,Edsger Dijkstra,884.3,USD,1775203320000
C00143,Donald Berners-Lee,7451.67,SEK,1775373360000
C00117,Tim Lovelace,34053.55,EUR,1775276460000
C00099,Ada Allen,43229.32,USD,1775228280000
C00172,Vint Liskov,28792.38,EUR,1775451120000
C00095,Tim McCarthy,27161.32,GBP,1775222520000
C00081,Frances Allen,-971.31,SEK,1775184540000
C00089,Tim Hamilton,37053.56,EUR,1775205840000
C00061,Barbara Dijkstra,33420.75,EUR,1775148240000
C00170,Grace Perlman,13298.08,GBP,1775437620000
C00090,Grace Turing,37773.03,EUR,1775207340000
C00157,Frances Cerf,31278.44,GBP,1775404380000
C00113,Tim Turing,40840.93,EUR,1775269620000
C00043,Ada Cerf,43358.65,SEK,1775081280000
C00188,Grace McCarthy,38373.42,GBP,1775515980000
C00080,Edsger Dijkstra,41538.87,EUR,1775179620000
C00139,Edsger Liskov,9914.42,SEK,1775362440000
C00058,Tim McCarthy,21502.29,EUR,1775131200000
C00198,Frances Berners-Lee,45099.92,SEK,1775555040000
C00122,Tim Knuth,19502.37,EUR,1775288820000
C00197,Donald Lovelace,15103.25,GBP,1775554440000
C00213,Ada Knuth,21990.48,USD,1775604180000
C00035,Ada Lovelace,7960.65,USD,1775058120000
C00179,Grace Hamilton,9156.73,SEK,1775474580000
C00092,Tim Liskov,7030.57,GBP,1775217840000
C00162,John Liskov,41637.17,EUR,1775408100000
C00115,Frances Dijkstra,9089.17,SEK,1775276040000
C00151,Grace Liskov,16879.79,GBP,1775383200000
C00210,Barbara Lovelace,1050.01,EUR,1775595420000
C00165,Vint Dijkstra,8659.38,USD,1775416080000
C00097,Alan Allen,17562.31,SEK,1775224860000
C00015,Grace Dijkstra,27511.25,EUR,1775030220000
C00190,Alan Lovelace,29612.3,SEK,1775525460000
C00054,Ada Lovelace,17464.2,USD,1775113560000
C00072,Ada Cerf,6286.65,SEK,1775166840000
C00175,Alan Perlman,2607.68,GBP,1775458380000
C00073,Ada Knuth,2374.17,GBP,1775167020000
C00174,Grace Lovelace,47880.96,EUR,1775454600000
C00186,John Turing,27093.71,SEK,1775506500000
C00041,Margaret Lovelace,12670.6,EUR,1775073180000
C00207,Barbara Allen,29241.29,EUR,1775589540000
C00025,Frances Perlman,2379.23,GBP,1775042040000
C00062,Edsger Knuth,22798.34,SEK,1775149260000
C00171,Barbara Perlman,43701.05,EUR,1775449920000
C00214,Tim Liskov,-646.6,GBP,1775605920000
C00007,Donald Liskov,2918.89,SEK,1775014500000
C00005,Radia Knuth,10834.46,SEK,1775013600000
C00048,Ada Hopper,4928.82,SEK,1775091720000
C00161,John McCarthy,43726.06,GBP,1775406960000
C00176,Barbara Cerf,2209.36,EUR,1775458740000
C00091,Donald Liskov,46425.13,GBP,1775208240000
C00029,Vint Knuth,24169.11,EUR,1775049000000
C00154,Vint Hamilton,35628.8,USD,1775394660000
C00167,Radia Knuth,31398.96,SEK,1775428920000
C00193,Margaret Perlman,27414.98,EUR,1775541900000
C00037,John Lovelace,39544.51,EUR,1775063820000
C00155,Ada Knuth,4487.73,EUR,1775397480000
C00098,Radia Turing,26749.39,GBP,1775227140000
C00044,Vint Dijkstra,25292.52,EUR,1775084880000
C00133,Grace Cerf,1906.08,EUR,1775339580000
C00149,Alan Hopper,41776.93,EUR,1775383140000
C00192,Alan Knuth,20539.45,GBP,1775537400000
C00056,Edsger Turing,18380.24,GBP,1775129340000
C00206,Tim Knuth,33770.84,EUR,1775588760000
C00212,Radia Turing,1537.67,SEK,1775601840000
C00135,Vint Berners-Lee,8998.3,GBP,1775344920000
C00085,Barbara Dijkstra,23281.14,GBP,1775202720000
C00102,Frances Allen,20532.01,SEK,1775232480000
C00008,John Berners-Lee,-358.0,SEK,1775014860000
C00208,Edsger Lovelace,25068.24,SEK,1775592300000
C00034,John Liskov,7380.85,EUR,1775053380000
C00082,Edsger Lovelace,-1929.83,SEK,1775197380000
C00146,John Lovelace,9775.72,USD,1775374260000
C00053,John Cerf,16429.3,EUR,1775110800000
C00141,John Knuth,46262.52,GBP,1775369400000
C00051,Donald Perlman,21939.8,SEK,1775096820000
C00038,Radia Perlman,7996.74,GBP,1775067300000
C00063,Edsger McCarthy,20641.41,USD,1775151780000
C00199,Donald McCarthy,11942.47,USD,1775556840000
C00180,Barbara Hopper,19684.13,USD,1775477340000
C00105,John Hamilton,41553.85,USD,1775237820000
C00127,Barbara Lovelace,11283.91,USD,1775302740000
C00106,Donald Berners-Lee,37711.41,SEK,1775243220000
C00126,Donald Hamilton,46145.49,GBP,1775290800000
C00209,Edsger Lovelace,26943.31,EUR,1775595120000
C00119,Alan Berners-Lee,40237.96,USD,1775278260000
C00185,Ada Allen,39611.18,SEK,1775500020000
C00129,Edsger Turing,20279.6,SEK,1775327160000
C00003,Donald Berners-Lee,7871.52,SEK,1775011380000
C00011,Alan Allen,15337.92,USD,1775020500000
C00068,Grace Turing,31782.43,EUR,1775162460000
C00070,Margaret Liskov,37693.06,SEK,1775163900000
C00131,Grace McCarthy,11034.76,SEK,1775334960000
C00120,John Lovelace,8977.04,SEK,1775279280000
C00163,Tim Hopper,23064.78,SEK,1775413020000
C00109,Vint Lovelace,40411.77,EUR,1775258760000
C00203,Edsger Dijkstra,39451.56,EUR,1775580660000
C00195,Vint Cerf,38379.49,USD,1775548560000
C00100,Alan Berners-Lee,13620.58,USD,1775228640000
C00009,Barbara Cerf,35382.34,SEK,1775014980000
C00071,Ada Knuth,35475.07,GBP,1775165700000
C00017,Edsger Hopper,41789.12,USD,1775033640000
C00118,Radia Perlman,2126.56,USD,1775277000000
C00191,Vint Turing,10398.99,EUR,1775533440000
C00128,Frances Hamilton,20039.54,GBP,1775308500000
C00137,Ada Hamilton,34859.12,EUR,1775352360000
C00103,Ada Hamilton,28409.75,SEK,1775233080000
C00189,Radia Hopper,14586.51,SEK,1775520300000
C00031,Vint Liskov,2477.36,SEK,1775052480000
C00101,Edsger McCarthy,12774.56,EUR,1775232120000
C00110,Ada McCarthy,36908.46,EUR,1775264760000
C00166,Radia Hopper,12244.82,EUR,1775417820000
C00187,Vint Perlman,16975.41,USD,1775514360000
C00026,Donald Lovelace,9755.28,EUR,1775042520000
C00049,Radia Dijkstra,3106.31,SEK,1775091780000
C00107,Donald Hopper,43084.21,EUR,1775248560000
C00130,Frances Liskov,21233.51,SEK,1775334420000
C00045,Alan Hamilton,18057.86,EUR,1775088240000
C00012,Donald Cerf,19856.25,GBP,1775022240000
C00108,Frances Liskov,32955.57,USD,1775251080000
C00177,Ada Cerf,6727.44,SEK,1775460600000
C00096,Ada Hamilton,-248.29,USD,1775224200000
C00014,Frances Liskov,-1830.16,GBP,1775030100000
C00156,Vint Cerf,33365.75,USD,1775399340000
C00184,Ada Lovelace,11260.06,GBP,1775498640000
C00121,Grace Liskov,25646.42,EUR,1775287560000
