account_id,home_lat,home_lon,base_score
A0000,45.034233,-31.568736,0.575334
A0001,42.557179,-16.045089,0.914374
A0002,59.941116,-102.540967,0.929634
A0003,49.893806,154.503388,0.697588
A0004,-57.210794,59.785385,0.580782
A0005,-12.910274,22.917142,0.71695
A0006,9.551495,-122.947017,0.344059
A0007,-26.319522,106.425179,0.834787
A0008,-48.686241,-19.710656,0.695809
A0009,-20.59217,-45.120543,0.405529
A0010,31.549341,132.010358,0.764173
A0011,59.360612,19.668496,0.913862
A0012,-31.035451,-104.210757,0.422039
A0013,21.646626,122.714673,0.332611
A0014,-45.305529,-43.564893,0.727235
A0015,39.264018,26.966447,0.559002
A0016,25.503875,-154.738287,0.557734
A0017,-32.988053,-130.368209,0.574703
A0018,-19.906974,-154.75528,0.63487
A0019,-33.575004,-154.507847,0.336691
A0020,10.397039,164.051205,0.90978
A0021,26.168143,-10.529759,0.578489
A0022,-4.731601,-152.216111,0.697506
A0023,23.63747,-21.738522,0.7182
A0024,46.808926,2.757094,0.584451
A0025,44.794601,131.305364,0.537122
A0026,55.564626,79.763133,0.670555
A0027,-5.497145,-36.660777,0.371294
A0028,-58.640034,-135.54337,0.744733
A0029,32.111811,-146.445516,0.348116
A0030,-28.621463,48.115253,0.896578
A0031,22.062624,-33.512053,0.616263
A0032,-11.903514,-113.67854,0.722951
A0033,-22.250602,-19.862437,0.72099
A0034,-18.355189,-4.917376,0.818018
A0035,11.259212,115.748697,0.387877
A0036,48.632556,-111.351318,0.361021
A0037,-29.915032,39.562489,0.514229
A0038,-15.212415,-73.879272,0.569934
A0039,3.551233,-64.279364,0.847032
A0040,-39.401689,-36.018233,0.76468
A0041,37.683319,-80.035035,0.912536
A0042,-20.138295,-14.821262,0.513957
A0043,34.380231,-86.780979,0.629008
A0044,-41.090794,85.921189,0.649494
A0045,47.075497,39.879329,0.330478
A0046,-37.11161,121.604303,0.555892
A0047,56.278601,60.426197,0.800446
A0048,59.875078,41.909913,0.711809
A0049,43.915997,62.103224,0.651763
A0050,40.853281,169.784781,0.511723
A0051,-3.584918,-35.970177,0.55082
A0052,-35.240323,-20.002971,0.307265
A0053,-34.822838,-138.879836,0.860826
A0054,14.83786,-71.41586,0.888212
A0055,44.96815,-69.416445,0.542561
A0056,27.564839,-113.04701,0.633698
A0057,-49.684496,-81.499401,0.902631
A0058,-40.5889,-140.341637,0.525854
A0059,-35.673195,-155.912476,0.394442
