account_id,home_lat,home_lon,base_score
A0000,-34.854936,142.776995,0.795179
A0001,-37.237521,141.520283,0.629907
A0002,-52.318338,153.145578,0.561157
A0003,-50.181673,-101.781509,0.910335
A0004,-55.693969,-161.453093,0.753234
A0005,19.819,-121.278716,0.609096
A0006,-14.093322,-69.169714,0.943275
A0007,-35.828255,-48.274765,0.376568
A0008,-29.781244,-141.524969,0.415229
A0009,35.537116,0.220525,0.331139
A0010,-36.880193,-75.059977,0.548329
A0011,34.743161,-58.532132,0.469513
A0012,-5.646645,-6.302967,0.856749
A0013,-58.398167,2.169973,0.643592
A0014,-27.47678,36.567202,0.522716
A0015,-58.661562,-6.816653,0.72871
A0016,-45.207397,93.341937,0.703943
A0017,-17.984519,24.066975,0.892801
A0018,-12.598012,-95.066469,0.842787
A0019,57.920265,35.211213,0.577911
A0020,19.739646,65.764629,0.426492
A0021,-26.042043,-145.305527,0.350122
A0022,-10.173168,105.862182,0.455588
A0023,-31.381053,14.874908,0.510821
A0024,56.931052,152.616268,0.336568
A0025,-45.197782,156.50037,0.528735
A0026,1.358767,-6.903618,0.845904
A0027,48.192321,-127.591461,0.629928
A0028,50.65036,0.567322,0.351845
A0029,-6.312815,-94.176254,0.751205
A0030,54.553483,49.12757,0.490571
A0031,32.278599,117.39612,0.908658
A0032,31.593671,-113.564618,0.359357
A0033,35.043078,-155.061453,0.785902
A0034,-56.483209,54.928736,0.443963
A0035,-52.398302,94.358798,0.905482
A0036,12.638715,143.447269,0.333615
A0037,-24.98259,104.570117,0.754734
A0038,-29.801233,81.882148,0.519409
A0039,-12.367919,-46.287965,0.666673
A0040,-51.052034,93.563532,0.653867
A0041,-15.589792,-16.423296,0.51694
A0042,-3.804515,-102.066281,0.527677
A0043,22.990408,-95.637655,0.899628
A0044,36.992558,-142.192827,0.530939
A0045,-14.276962,-31.673681,0.936513
A0046,43.457343,-162.543272,0.744221
A0047,-5.201842,-90.347054,0.8728
A0048,-12.248373,-168.923972,0.414807
A0049,-55.038788,-143.651129,0.536839
A0050,13.864511,46.023368,0.895357
A0051,29.607178,144.957651,0.749667
A0052,-13.983743,-33.114181,0.899442
A0053,-14.623169,159.919005,0.93697
A0054,-44.626957,-118.087317,0.511898
A0055,-17.380589,-57.893604,0.515995
A0056,-19.355895,-151.882183,0.447716
A0057,20.211504,-103.275025,0.816864
A0058,30.159045,-68.804207,0.448361
A0059,-12.343324,-68.792364,0.665744
