account_id,home_lat,home_lon,base_score
A0000,7.268472,-23.737611,0.727388
A0001,7.887403,160.894621,0.592472
A0002,17.454483,-48.84136,0.709855
A0003,51.907167,168.822197,0.649968
A0004,49.44689,33.82039,0.493544
A0005,57.626952,-120.268723,0.744141
A0006,22.830981,18.797551,0.810237
A0007,-25.465175,5.319071,0.834055
A0008,-46.114904,-136.714884,0.574026
A0009,-26.260516,163.934676,0.57928
A0010,-26.181104,112.490996,0.325594
A0011,54.317886,-118.217625,0.504304
A0012,-52.386285,-88.463655,0.808945
A0013,39.816402,-94.686731,0.715482
A0014,-20.909235,44.318362,0.621291
A0015,55.039029,-116.69833,0.713975
A0016,-15.426524,-64.386506,0.343964
A0017,-41.216432,-56.751966,0.344278
A0018,-2.038804,-77.286271,0.333928
A0019,-51.143636,-168.541221,0.805562
A0020,26.43091,-139.671129,0.614203
A0021,-59.658096,-82.838346,0.448937
A0022,-48.528144,104.931088,0.924645
A0023,-48.106116,6.77923,0.336738
A0024,3.08961,-130.296677,0.55098
A0025,-28.055992,55.360257,0.434611
A0026,-31.677666,159.069489,0.630035
A0027,33.958124,8.753645,0.560803
A0028,-45.932925,17.409648,0.612555
A0029,10.121937,36.817384,0.864668
A0030,15.676238,-164.375532,0.460286
A0031,-58.720661,121.007905,0.4164
A0032,8.269255,-153.058963,0.344423
A0033,-59.563011,154.185242,0.32268
A0034,31.41841,114.812993,0.548165
A0035,16.371585,-132.973169,0.893933
A0036,29.868115,21.455219,0.475526
A0037,-40.708224,-49.132121,0.527401
A0038,28.531188,-27.287359,0.571511
A0039,16.3494,20.996944,0.933003
A0040,25.714577,-21.288012,0.498456
A0041,-57.474589,-19.933561,0.945006
A0042,-52.136055,13.502271,0.8744
A0043,-48.71009,-4.287978,0.467955
A0044,15.163558,-10.164037,0.527022
A0045,39.56312,-26.474806,0.858322
A0046,-51.976107,82.046652,0.419529
A0047,-46.943888,-160.572707,0.398384
A0048,0.125879,68.66931,0.348943
A0049,29.904298,-118.587386,0.562501
A0050,-42.121433,30.713314,0.414023
A0051,-31.211332,127.65805,0.454673
A0052,-20.087628,-72.087962,0.342023
A0053,1.691077,92.721804,0.353643
A0054,-22.295576,42.92292,0.645024
A0055,41.401755,-57.218737,0.317755
A0056,-42.42145,29.914988,0.789945
A0057,33.444196,3.365934,0.776994
A0058,-24.817572,5.067821,0.403814
A0059,-32.741415,-74.128464,0.699516
